original_index,sms_text,is_phishing_original,is_phishing_llama_bool,is_phishing_llama,raw_response
37705,"Hi 
Anurag sarda
Prikaan@gmail.com",False,True,True,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
54226,"बिजली बिल भुगतान की सूचना प्रिय ग्राहक, कृपया अपने इस महीने के बिजली बिल का भुगतान अंतिम तिथि से पहले करें।",False,False,False,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
71399,ಎಲ್ಲರಿಗೂ ಶ್ರೀ ರಾಮನವಮಿಯ ಶುಭಾಶಯಗಳು.,False,False,False,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
57650,"To Pay Rs. 60.76 to PayTM, from your Card XX...3295, use OTP. BEWARE!ONLY fraudsters ask OTP on phone.OTP is 176813.Don't share with anyone.",False,True,True,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
53873,आपके डेबिट कार्ड को ब्लॉक किया जा रहा है। इसे अनब्लॉक करने के लिए क्लिक करें: https://cardhelp.info/kJ89LmN7 -CardService।,True,True,True,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
47866,150p 16 1st 36504 4info 87077 free friends hl just mates mob no1 nokia norm150p pobox reply tell tone txt txtin txting ur w45wq week zed,True,True,True,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
2809,"Your Jul'21 bill for Vi no. 9739XXXX25 of Rs.977.01 due on 04/08/2021, is sent to your registered email ID gandharv.bakshi@gmail.com.Our new Whatsapp assistant VIC is now LIVE! For any billing/payment/any other information, click https://wa.me/message/2ONATA3W73EIP1 & say Hi to get your answers! A brief look at your bill dated 20.07.21.(All charges are in Rs.) 
1. Monthly Charges 
a. 300 Local SMS Free (1 units) : 30.00b. Plan Rental (1 units) : 399.00
2. Consolidated Usage Charges 
a. VAS : 39.00
Total : 468.00
Tax : 84.24
Add Previous Balance : 236.55
Add Adjustment : 0.00
Less Payment : 506.00
TOTAL PAYABLE : 551.96
To pay, click : https://bit.ly/VIPayBill2
To view your bill, click https://wap.MyVi.in:8443/BillOnHandsetNew/DownloadBill?msisdn=7xyg1OxJSLQd10ADGSCOPG4vdxR9u9eYlB8Rjx1yhYM%3D&mon=jul&circlecode=0007&billFormat=html
Click to Download Vi App - https://bit.ly/GetVIApp2
The Password to open your e-bill is gand7525
If you haven't received the bill in your inbox, check spam/junk folders.
Please ignore if already paid.",True,True,True,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
36847,Thanks for choosing Netmeds.com. We’d like to hear about your delivery experience. Please rate us here: http://nps.bz/NT-915459,True,False,False,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
49099,তোমারা কেমন আছো?,False,False,False,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
25944,"Dear 6E Senior MS Bakshi, thank you for choosing IndiGo - your lean, clean flying machine. We've paid attention to every little detail to ensure a comfortable and safe journey for you. Your booking details : RMQ85J, 21 Apr 22, BLR(T1) to IDR, 6E 747 at 21:05 hrs. Please check COVID-19 related state guidelines https://bit.ly/3dC9zT5, before the journey.",False,False,False,"[
  {""id"": ""37705"", ""is_phishing"": true},
  {""id"": ""54226"", ""is_phishing"": false},
  {""id"": ""71399"", ""is_phishing"": false},
  {""id"": ""57650"", ""is_phishing"": true},
  {""id"": ""53873"", ""is_phishing"": true},
  {""id"": ""47866"", ""is_phishing"": true},
  {""id"": ""2809"", ""is_phishing"": true},
  {""id"": ""36847"", ""is_phishing"": false},
  {""id"": ""49099"", ""is_phishing"": false},
  {""id"": ""25944"", ""is_phishing"": false}
]"
57243,Snapchat Code: 041523. Happy Snapping!,True,False,False,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
17939,"Dear Customer, INR 54.67 is debited on ICICI Bank Credit Card XX8514 on 04-Apr-21. Info: AMAZON. Available Limit: INR 80,066.13. Call on 18002662 for dispute or SMS BLOCK 7007 to 4093608558.",False,True,True,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
37468,12 Jun is the last date for nomination to mCube Marketing Award'20 under Regular slot. Submit your campaigns now to avoid late fee: mcubeawards.com / 1077359238,True,False,False,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
41108,normal pa,False,False,False,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
49307,বিটকয়েন নিয়ে বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/BitcoinOffer,True,True,True,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
219,"INR 335.95 spent using ICICI Bank Card XX8414 on 31-Jul-25 on Swiggy Limited. Avl Limit: INR 2,18,852.24. If not you, call 1800 2662/SMS BLOCK 7007 to 5774508306.",False,True,True,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
55257,"Dear Customer, +918919175483 is now available to take calls.",True,False,False,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
6518,"INR 255.53 spent on ICICI Bank Card XX7084 on 09-Jul-24 at BLINKIT. Avl Lmt: INR 4,41,706.62. To dispute,call 18002662/SMS BLOCK 7007 to 7822817627",False,True,True,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
2539,"If you wish to stop receiving Flash or Pop-up messages on your number, Juist click on https://wa.me/message/SMFQHREX2KJ3O1",True,True,True,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
13505,"Dear Customer, INR 875.56 is debited on ICICI Bank Credit Card XX0906 on 26-Dec-21. Info: Swiggy. Available Limit: INR 20,432.38. Call on 18002662 for dispute or SMS BLOCK 7007 to 7104379724.",False,True,True,"[
  {""id"": ""57243"", ""is_phishing"": false},
  {""id"": ""17939"", ""is_phishing"": true},
  {""id"": ""37468"", ""is_phishing"": false},
  {""id"": ""41108"", ""is_phishing"": false},
  {""id"": ""49307"", ""is_phishing"": true},
  {""id"": ""219"", ""is_phishing"": true},
  {""id"": ""55257"", ""is_phishing"": false},
  {""id"": ""6518"", ""is_phishing"": true},
  {""id"": ""2539"", ""is_phishing"": true},
  {""id"": ""13505"", ""is_phishing"": true}
]"
44203,deep did great wen,False,True,True,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
55091,"Dear Injamoori Sai Shashank, your Aadhaar information has been updated. You can download your updated e-Aadhaar from eaadhaar.uidai.gov.in",False,False,False,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
44501,age begin followed gay men reply sexy singles text waiting welcome,True,True,True,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
40727,afternoon bathe come da later mah,False,False,False,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
53653,"सपने पूरी तरह तभी साकार होते हैं, जब आप उन पर काम करना शुरू करते हैं।",False,False,False,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
63340,No,False,True,True,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
26295,Hi! Payment of Rs. 306.5 is credited to your Vi number 2814021569. Your outstanding as on 2021-03-01 is Rs. 5.16. Please take a minute to help us to improve your Vi bill. To share your feedback click http://bit.ly/Vipostpaidbill,True,True,True,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
30112,Congratulations! You won INR 11 cashback. We will deposit it into your credit card XXX-8304 in the next 7 days.,True,True,True,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
43112,buying coming easy john later make money need really reply sha sister thanks things think today uncle ur,False,True,True,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
23044,"INR 444.08 spent on ICICI Bank Card XX9809 on 11-Apr-23 at RAZ*Licious. Avl Lmt: INR 0,10,696.66. To dispute,call 18002662/SMS BLOCK 7007 to 2413045698",False,False,False,"[
  {""id"": ""44203"", ""is_phishing"": true},
  {""id"": ""55091"", ""is_phishing"": false},
  {""id"": ""44501"", ""is_phishing"": true},
  {""id"": ""40727"", ""is_phishing"": false},
  {""id"": ""53653"", ""is_phishing"": false},
  {""id"": ""63340"", ""is_phishing"": true},
  {""id"": ""26295"", ""is_phishing"": true},
  {""id"": ""30112"", ""is_phishing"": true},
  {""id"": ""43112"", ""is_phishing"": true},
  {""id"": ""23044"", ""is_phishing"": false}
]"
25216,"INR 7,974.95 spent on ICICI Bank Card XX3072 on 04-Sep-22 at DAILYDEL SOLUTI. Avl Lmt: INR 3,24,989.53. To dispute,call 18002662/SMS BLOCK 7007 to 4087090301",False,True,True,"[
  {""id"": ""25216"", ""is_phishing"": true},
  {""id"": ""51676"", ""is_phishing"": false},
  {""id"": ""36114"", ""is_phishing"": true},
  {""id"": ""58930"", ""is_phishing"": true},
  {""id"": ""19753"", ""is_phishing"": false},
  {""id"": ""21676"", ""is_phishing"": false},
  {""id"": ""51362"", ""is_phishing"": false},
  {""id"": ""20557"", ""is_phishing"": true},
  {""id"": ""22576"", ""is_phishing"": true},
  {""id"": ""33878"", ""is_phishing"": false}
]"
