original_index,sms_text,predicted_is_otp,predicted_otp_intent,is_phishing,verification_is_otp,verification_otp_intent,verification_is_phishing,verification_model,verification_badge,verification_timestamp,needs_manual_review,is_phishing_bool,predicted_is_phishing,raw_response,elapsed_seconds,pred_bool,correct
44455,bluetooth chance fml free password reply ringtone simply text waiting win,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T08:57:28.539989Z,True,True,False,"[
  {""id"": ""46857"", ""is_phishing"": true},
  {""id"": ""53374"", ""is_phishing"": true},
  {""id"": ""46363"", ""is_phishing"": false},
  {""id"": ""46934"", ""is_phishing"": true},
  {""id"": ""50109"", ""is_phishing"": true},
  {""id"": ""53587"", ""is_phishing"": false},
  {""id"": ""53587"", ""is_phishing"": false},
  {""id"": ""54449"", ""is_phishing"": true},
  {""id"": ""46654"", ""is_phishing"": true},
  {""id"": ""47575"", ""is_phishing"": true},
  {""id"": ""44455"", ""is_phishing"": false}
]",66.01089811325073,False,False
47525,150p 2lands 86688 adult chat exciting hi invited ldn lucky meet msg msgrcvdhg night place row singles suite342 town txt uk ur w1j6hl xchat yes,False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T09:04:17.919173Z,True,True,True,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,True,True
47821,08000839402 08002986906 11mths calls camera colour december entitled free freefone latest mobile mobiles unlimited update weekend,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:05:01.396072Z,True,True,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,False,False
46146,150p age company enjoy getting good join just life living mobile opt partner perfect sms thought touch txt waiting,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:01:08.292017Z,True,True,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,False,False
45209,100 150ppm 16 500 5000 await box cash collection cost cs drop holiday landline mobile ntt po sae shop till travel urgent vary voucher,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T08:59:07.703867Z,True,True,True,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,True,True
66833,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T09:50:19.624998Z,True,True,True,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,True,True
45642,3mins book calling com created eve friend guess like little ones page read santa time waiting want www xmas,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:00:03.396952Z,True,True,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,False,False
38663,000 100 150p 16 20 87575 apply cash cost day hl info pounds reply send txt win,False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T08:44:52.880596Z,True,True,True,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,True,True
46924,1000s choose credit download enjoy gr8 kick like ringtones send service sir tones txt weekly wk yr,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:02:55.615757Z,True,True,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,False,False
45198,00 150 16 50 85023 chance claim cs details discount just m263uz member mobile offers pobox pobox84 savamob shop sub text today ur vouchers week weeks worth,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T08:59:06.429362Z,True,True,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,False,False
44545,03 05 2004 26 786 account claim code expires identifier points shows unredeemed,False,NOT_OTP,True,True,False,True,llama-3.3-70b-versatile,,2025-11-12T08:57:40.286184Z,True,True,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]",66.01089811325073,False,False
54277,6500 रुपये मूल्य की ओनिडा वॉशिंग मशीन टीडीवाई जीतें। कंबोला खेलें और सबसे कम अद्वितीय राशि जीतें। न्यूनतम बोली 1 रुपया। जीतना शुरू करने के लिए 58888084 पर टोलफ्री पर कॉल करें,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:21:09.490946Z,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,True,True
42708,text,False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T08:53:40.666289Z,True,True,False,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,False,False
80,"Dear Customer, your payment of USD 21.24 for Webflow Inc. to be debited from your ICICI Bank Credit Card 3472, as per Standing Instructions XG4RtImYuy, is due by 02/07/2025. To cancel this debit or your Standing Instructions, visit https://icici.co/ICICIT/P6irpE >Cards>Credit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T07:18:34.422872Z,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,True,True
66780,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T09:50:12.788568Z,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,True,True
44017,09061221066 28 awarded camera days delivery digital fromm landline sipix,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T08:56:31.945381Z,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,True,True
47046,10 1000 18 50 87121 awarded claim complimentary dis trip txt ur urgent,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:03:13.085806Z,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,True,True
460,"Dear Customer, we have successfully processed the payment of INR 796.38 for Amazon, as per the Standing Instruction Xkcq1ahCBr, on 25/09/2025 for your ICICI Bank Credit Card 4220. To manage your Standing Instructions, visit https://icici.co/ICICIT/K5yQRy >Cards >Credit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",False,NOT_OTP,True,False,True,False,llama-3.3-70b-versatile,,2025-11-12T07:19:28.985408Z,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,True,True
44139,bt check com info just line min opt stop text,False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T08:56:48.502961Z,True,True,False,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,False,False
39125,150p direct dogging ec2a join laid largest locations moan mob msg network real sent tonight txting uk ur want,False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T08:45:53.782295Z,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,True,True
48288,100 draw enter gift registered replying stop text unsubscribe voucher,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:06:08.948230Z,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]",66.01089811325073,True,True
50947,"रेट रिवाइज़ जल्द ही, यमुना एक्सप्रेसवे पर एक्सपीरियंस बीचसाइड लिवंग सुपरच हॉलिडे विलेज एक्सपेंडेबल विला, आकार 1575/2200 वर्ग फुट। @27 लाख ऑनराइट एसएमएस आईसीएफ 54999 पर",False,NOT_OTP,True,True,True,False,llama-3.3-70b-versatile,,2025-11-12T09:12:52.265263Z,True,True,True,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]",66.01089811325073,True,True
44587,8007 card collection eerie free logo message mob pic plus spook tone txt zed,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T08:57:47.070963Z,True,True,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]",66.01089811325073,False,False
46701,50 84199 box39822 colour eng england flag free game ll man mobile official optout play poly right ringtone send stop text tone txt ur w111wx yer,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:02:25.362477Z,True,True,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]",66.01089811325073,False,False
47277,85 access adult couple days direct fixed free hi line minute number phone sending,False,NOT_OTP,True,False,True,True,llama-3.3-70b-versatile,,2025-11-12T09:03:44.306839Z,True,True,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]",66.01089811325073,False,False
