original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing
66687,Home so we can always chat,False,NOT_OTP,auto_not_otp,27,False
35545,"Hi! We have received & are processing your request for service Callertune Selection. Just sit back & relax, you will receive a confirmation within 2 hours.",False,NOT_OTP,auto_not_otp,45,False
18196,"INR 9,256.55 spent on ICICI Bank Card XX3466 on 18-Mar-23 at FENNY S INDIA. Avl Lmt: INR 8,48,482.67. To dispute,call 18002662/SMS BLOCK 7007 to 5042998516",False,NOT_OTP,auto_not_otp,10,True
62673,No,False,NOT_OTP,auto_not_otp,19,False
49688,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।",False,NOT_OTP,auto_not_otp,73,False
30101,Congratulations! You won INR 8 cashback. We will deposit it into your credit card XXX-7319 in the next 7 days.,False,NOT_OTP,auto_not_otp,34,True
16467,807560 is OTP for txn of INR 054.62 at Swiggy on ICICI Bank Credit Card XX0394. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,7,False
38907,don expect just,False,NOT_OTP,auto_not_otp,52,False
13137,"Dear Customer, INR 151.64 is debited on ICICI Bank Credit Card XX6103 on 29-Jun-21. Info: Payu Payments. Available Limit: INR 46,602.85. Call on 18002662 for dispute or SMS BLOCK 7007 to 6163688113.",False,NOT_OTP,auto_not_otp,20,False
57362,1)BC14=STD calls@30p/min for 30days.2)BC 9=All calls@30p/min for 90 days.Extra benefit 4 hrs me.Offer 3 Dino tak.,False,NOT_OTP,auto_not_otp,8,True
6800,"INR 404.95 spent on ICICI Bank Card XX5464 on 23-May-24 at IND*Amazon.in -. Avl Lmt: INR 9,95,554.59. To dispute,call 18002662/SMS BLOCK 7007 to 9098275434",False,NOT_OTP,auto_not_otp,7,False
48372,শুভ লক্ষ্মী পূজা!,False,NOT_OTP,auto_not_otp,70,False
58484,"Use code DAY99 b/w 6am - 6pm and pay just Rs 09 for the first 10 km. Also, pay with Ola Money and get ride vouchers of Rs 28. on 2 rides.",False,NOT_OTP,success,11,False
21850,ICICI Bank Acct XX235 debited for Rs 930.45 on 05-Oct-22; THEOBROMA Jayan credited. UPI:227855385874. Call 18002662 for dispute. SMS BLOCK 696 to 6673029720.,False,NOT_OTP,auto_not_otp,17,False
14718,"INR 485.77 spent on ICICI Bank Card XX8989 on 06-Jun-23 at DAILYDEL SOLUTI. Avl Lmt: INR 0,11,788.43. To dispute,call 18002662/SMS BLOCK 7007 to 3188092455",False,NOT_OTP,auto_not_otp,3,False
18371,"INR 865.76 spent on ICICI Bank Card XX3935 on 15-Aug-23 at SWIGGY. Avl Lmt: INR 1,54,189.05. To dispute,call 18002662/SMS BLOCK 7007 to 0224639177",False,NOT_OTP,auto_not_otp,11,False
5286,"INR 9,451.39 spent using ICICI Bank Card XX1392 on 03-Nov-24 on GOOGLE WORKSPAC. Avl Limit: INR 10,61,422.65. If not you, call 1800 2662/SMS BLOCK 2004 to 4185702247.",False,NOT_OTP,auto_not_otp,4,False
45403,09061221066 28 awarded camera days delivery digital fromm landline sipix,False,NOT_OTP,auto_not_otp,65,True
32292,Your order #116320492765 was delivered well before time! Keep ordering from Swiggy to experience our lightning fast delivery.,False,NOT_OTP,auto_not_otp,38,False
2774,Hello! Your Postpaid Products related request dated 21-May-2025 06:45:43 PM with reference number FGXGPJEXDD1747833339405 is registered.,False,NOT_OTP,success,3,False
12119,"Low Balance Alert!
Your bbdaily wallet balance is sufficient enough only for Next 2 subscription deliveries.
Recharge now:
https://bit.ly/bbdrech",False,NOT_OTP,auto_not_otp,18,True
44397,100 80062 ans correct draw entered gift no1 receipt registered subscriber ur voucher whats,False,NOT_OTP,auto_not_otp,63,True
11382,Hello!! Customer your AXlS.CARD USER POINT 9500 EXP today. Please receive your amount IN CASH tz.gorwdzz.online at real estate M/S Abdul Jabbar & CO,False,NOT_OTP,auto_not_otp,17,True
59899,No,False,NOT_OTP,auto_not_otp,14,False
31843,"Greetings, Your SIP of 11/03/2020 for Rs.2578.40 under Folio 79919061891 in Mirae Asset Large Cap Fund has been processed for NAV of 47.468.subject to realisation.Mirae Asset MF",False,NOT_OTP,auto_not_otp,37,False
15055,"INR 715.29 spent on ICICI Bank Card XX5699 on 24-Sep-23 at SWIGGY. Avl Lmt: INR 3,74,074.75. To dispute,call 18002662/SMS BLOCK 7007 to 9816919533",False,NOT_OTP,auto_not_otp,4,False
57850,"Your CAT Prep BRM - Part II is delivered with signature on 27-02-2017. For any queries call 022-66680005 (extn:216,221) or write to ims@imsindia.com",False,NOT_OTP,auto_not_otp,9,False
44472,apply bloomberg center com credits future http message pin wait www,False,NOT_OTP,auto_not_otp,63,True
4240,856763 is OTP for txn of INR 614.73 at Swiggy on ICICI Bank Credit Card XX7125. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,2,False
36576,Alert: You've spent INR 417.08 on your AMEX card **91009 at STREET FOOD BY PUNJAB GRILL on 30/08/2019 at 08:18PM IST. Please call 18004190691 if this was not made by you.,False,NOT_OTP,auto_not_otp,47,False
59834,No,False,NOT_OTP,auto_not_otp,13,False
57913,OTP to add beneficiary A/c 36XXXXXX574 is:60338145. Do not share it with anyone,True,BANK_OR_CARD_TXN_OTP,success,10,False
17182,"Your slice card transaction of Rs. 283 on swiggy was successful. You have earned 590 monies and your updated credit balance is Rs. 1,32,689 - slice",False,NOT_OTP,auto_not_otp,8,False
59475,No,False,NOT_OTP,auto_not_otp,13,False
46583,800 87121 apply cash collect comp cup entry euro2004 fa final free pobox question rate receive std text tkts txt ve win wkly won,False,NOT_OTP,auto_not_otp,67,True
67506,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,False,NOT_OTP,auto_not_otp,29,False
2798,"IMPORTANT: Your Vi bill date has changed to 9th  of every month, with payment due on 19th  of the month. You would have received a pro-rata bill on 09-10-2025 for the period 20-09-2025 to 08-10-2025 (19days). and will receive a full month bill from November onwards. For further assistance visit Vi App https://vi.app.link/PoBP",False,NOT_OTP,success,4,True
52824,वसा कम करें (8 इंच) उपयोग करें*वाइब्रेशन बेल्ट(रु.999) सौना स्लिम बेल्ट(रु.650) एनसीआर(रु.50 अधिक)+डिलीवरी के लिए निःशुल्क योको फ़ोन 7159022038/7639528570,False,NOT_OTP,auto_not_otp,79,True
38660,12 900 claim code customer hours network prize reward selected valid valued winner,False,NOT_OTP,success,51,True
49325,শুভ রাত্রি!,False,NOT_OTP,auto_not_otp,72,False
48751,শাকিব আল হাসানের সই করা ব্যাট জিততে আজই আইপিএলে বাজি ধরুন। এখনই ক্লিক করুন: xini.eu/00Qe,False,NOT_OTP,auto_not_otp,71,True
54974,Say hello to Vodafone in Maharashtra. BEST ROAMING OFFERS are here! Dial *121*121# to know more.,False,NOT_OTP,auto_not_otp,4,False
53664,मैं बस इसे गूगल करूंगा...,False,NOT_OTP,auto_not_otp,1,False
20560,DO NOT SHARE: Your Google Pay OTP is 376427. Message ID: f6f01vO3FNp,True,UPI_TXN_OR_PIN_OTP,success,15,False
59325,No,False,NOT_OTP,auto_not_otp,12,False
51556,"सच्ची खुशी देने वाले काम करें, संतोष प्राप्त होगा।",False,NOT_OTP,auto_not_otp,77,False
49539,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি হোটেল বুকিং জিতুন! শুরু করুন: super1000.info/docs,False,NOT_OTP,auto_not_otp,73,True
11454,Your Licious order is out for delivery!. Track your order here https://track.licious.in/e8f2bb8 -Licious,False,NOT_OTP,auto_not_otp,17,True
53074,मत चूको!! जेपी प्रांसट्स 'केंसिंग्टन बुलेवार्ड' अपार्टमेंट सेक्टर 131 नोएडा1बीआर=16.2एल2बीआर=21.2एल3बीआर=37.3एल4बीआर=54.6एलग्रेट होम्स - कुछ इकाइयां शेष हैं एसएमएस एचडी 5667 पर,False,NOT_OTP,auto_not_otp,80,True
54043,अबे कनिष्क....कहा हैं तू???,False,NOT_OTP,auto_not_otp,2,False
16660,"Your a/c no. XX6558 is debited for INR 54,587.20 PO  20-LBY-6192 and a/c XX7869 credited (IMPS Ref no  227322089019.). Call 18002586465 if not done by you - StanChart",False,NOT_OTP,auto_not_otp,7,False
4105,"Rs 11,503.35 spent on ICICI Bank Card XX1543 on 27-Mar-25 at Raz*Openhouse T. Avl Lmt: Rs 0,56,016.72. To dispute, call 18002662/SMS BLOCK 7007 to 0832250782. To convert this txn to EMI give a missed call on 9048542013. Know more about EMI conversion at icici.co/DUvfZI0QFMW",False,NOT_OTP,auto_not_otp,2,True
8746,"Welcome to ICICI Bank FASTag. Please note that if there is any other Bank's FASTag on VRN BP34SX5658, it will be closed by the respective Bank.",False,NOT_OTP,auto_not_otp,11,False
34629,"Hi Gandharv, thanks for your purchase of Rs. 959.15 from Chai Point! We'll notify you when it ships. View order (#5397): https://shop.chaipoint.com/41577480342/orders/794d69e1ab5a0bc04e75fd0b5c728ee7/authenticate?key=b3e5df741fe4c2d0c76c3c5c648eaf58


Text STOP to unsubscribe.",False,NOT_OTP,auto_not_otp,43,True
52190,मैंने खुद को एक खाने के लिए मजबूर किया। हालाँकि मेरे अंदर असली भूख नहीं है। ये बहुत बुरा है. मार्क चिंता हो रही है। जब भी मैं पिज्जा से मना करता हूं तो उसे पता चल जाता है कि मैं बीमार हूं। लोल,False,NOT_OTP,auto_not_otp,78,False
25533,"INR 112.35 spent on ICICI Bank Card XX3809 on 20-Dec-22 at INDIGO. Avl Lmt: INR 7,64,315.33. To dispute,call 18002662/SMS BLOCK 7007 to 3612440862",False,NOT_OTP,auto_not_otp,25,False
31159,Revise Payment: Your payment for Apple 12W USB Power Adapter... has failed. To avoid order cancellation revise payment within 4 hours: https://amzn.in/d/aPrPIR5,False,NOT_OTP,auto_not_otp,36,True
34573,Congratulations! You won INR 2 cashback. We will deposit it into your credit card -X8245 in the next 7 days.,False,NOT_OTP,auto_not_otp,43,True
63752,No,False,NOT_OTP,auto_not_otp,21,False
61622,No,False,NOT_OTP,auto_not_otp,17,False
5351,"Out for Delivery: Prepaid Card - ETC FASTag for ICICI Bank Account XX1434 is out for delivery today through Blue Dart Courier, AWB 33970463170.",False,NOT_OTP,auto_not_otp,5,False
39646,don number,False,NOT_OTP,auto_not_otp,53,False
25143,"INR 618.96 spent on ICICI Bank Card XX9243 on 13-Aug-22 at BUNDL TECHNOLOG. Avl Lmt: INR 5,78,705.51. To dispute,call 18002662/SMS BLOCK 7007 to 6180372346",False,NOT_OTP,auto_not_otp,24,False
38260,"For your last transaction in XXXX156, Statement can be viewed on --> https://cams.co.in/3VxPLWcwXak. Password is PAN /PIN CODE/ FOLIO NO -IDFCMF",False,NOT_OTP,success,50,True
15610,"Dear Customer, INR 0,075.78 is debited on ICICI Bank Credit Card XX2922 on 29-Dec-21. Info: RAZ*DIVERSE RET. Available Limit: INR 09,101.77. Call on 18002662 for dispute or SMS BLOCK 7007 to 9436886404.",False,NOT_OTP,auto_not_otp,5,False
21606,Total Amount of INR 27540.91 and Minimum Amount of INR 8562 is due by 04-Jan-22 on your ICICI Bank Credit Card XX9337. Pls ignore if already paid.,False,NOT_OTP,auto_not_otp,17,False
51266,इस समय तुम्हारा पसंदीदा गाना कौन सा है? मुझे कुछ नया संगीत चाहिए!,False,NOT_OTP,auto_not_otp,76,False
1371,Rs.287 paid at DevanahalliTollPlaza for TN23FA0272 on 30-09-2025 13:21:27 with ICICI Bank FASTag. Bal Rs.0192. Call 18002100104 for dispute,False,NOT_OTP,success,1,False
67873,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,False,NOT_OTP,auto_not_otp,29,False
64047,yes,False,NOT_OTP,auto_not_otp,22,False
13327,ICICI Bank Acct XXX180 debited for INR 3809.64 on 04-Oct-21 & CRED credited.UPI:127718411411.Call 18002662 for dispute or SMS BLOCK 696 to 5055234722.,False,NOT_OTP,auto_not_otp,20,False
14138,"INR 918.35 spent on ICICI Bank Card XX6483 on 07-Oct-22 at DAILYDEL SOLUTI. Avl Lmt: INR 1,72,521.30. To dispute,call 18002662/SMS BLOCK 7007 to 5836203669",False,NOT_OTP,auto_not_otp,2,False
60636,No,False,NOT_OTP,auto_not_otp,15,False
33382,"Thank you. As there are no symptoms today Please isolate yourself at home. We’ll call tomorrow.  If emergency, call 02067326084 Stepone for  Government of Goa

धन्यवाद। क्योंकि आज कोई लक्षण नहीं हैं कृपया घर पर ही खुद को आइसोलेट करें। हम कल फोन करेंगे। आपात स्थिति में, 02067326084 पर कॉल करें I गोवा सरकार के लिए स्टेप वॉन
- StepOne",False,NOT_OTP,auto_not_otp,41,False
15172,"INR321.34 debited on Credit Card XX8382 on 15-Feb-21.Info:Netflix  PGSI .Avbl Lmt:INR21,608.70.Call 18002662 for dispute or SMS BLOCK 7007 to 2151834543",False,NOT_OTP,auto_not_otp,4,False
35020,Payment of Rs.445.98 on NetMeds is successful. Updated balance: Rs.0.27. View txn details / report fraud: https://amazonpay.amazon.in/jr/your-account/orders/P04-6556190-9122094,False,NOT_OTP,auto_not_otp,44,True
3267,964552 is OTP for Aadhaar (XX2030) (valid for 10 mins) at Dir of Income Tax. Use Aadhaaar Lock/Unlock service to secure Aadhaar Auth. visit uidai.gov.in -UIDAI,True,KYC_OR_ESIGN_OTP,success,3,True
68321,"RB-ఇంటిగ్రేటెడ్ అంబుడ్స్‌మన్ పథకం కింద https://cms.rbi.org.in లో ఏదైనా బ్యాంక్, NBFC లేదా చెల్లింపు వ్యవస్థలో పాల్గొనే వారిపై మీ ఫిర్యాదులను నమోదు చేయండి. మరిన్ని వివరాల కోసం 14440కి కాల్ చేయండి -RBI",False,NOT_OTP,auto_not_otp,30,True
6102,ICICI Bank Acct XX320 debited for Rs 796.11 on 28-Nov-23; MC DONALDS credited. UPI:369872750485. Call 18002662 for dispute. SMS BLOCK 696 to 3768873419.,False,NOT_OTP,auto_not_otp,6,False
54991,Say hello to Vodafone in AP and Telangana. BEST ROAMING OFFERS are here! Dial *121*121# to know more.,False,NOT_OTP,auto_not_otp,4,False
22645,"Dear Customer, Payment of INR 91 has been received towards your ICICI Bank Credit Card XX1534 on 01-JUL-20 through UPI. Thank you.",False,NOT_OTP,auto_not_otp,19,False
57951,"WhatsApp code 757-701.

You can also tap on this link to verify your phone: v.whatsapp.com/757701",True,APP_LOGIN_OTP,success,10,True
55739,మీ జియో నంబరు 9680087821 లో ఉన్నరోజువారీ హై స్పీడ్ ఇంటర్నెట్ కోటా ను 50% 1 GB 10-Oct-17 14:34 Hrs వరకు వినియోగించుకున్నారు. మీ బ్యాలన్స్ మరియు ఉపయోగించిన వివారాలు తెలుసుకోడానికి ఈ లింక్  http://tiny.jio.com/TrackBalance ను క్లిక్ చేయండి,False,NOT_OTP,auto_not_otp,5,True
53070,तुम्हारे साथ बैठकर चाय पीने का मन कर रहा है।,False,NOT_OTP,auto_not_otp,80,False
9274,"Your Licious order rfi24q818ifx is out for delivery! 
Track here https://track.licious.in/9b7aa4c 

Our Delivery Heroes are doing their best to deliver your deliciously fresh meats at the earliest. 
-Licious",False,NOT_OTP,auto_not_otp,12,True
72030,ಒಂದು ಒಂದು ಸಾಲುಗಳು ಕೂಡ ಜೀವನದ ಸತ್ಯವನ್ನು ತಿಳಿಸುವಂತ ಪದಗಳ ಜೋಡಣೆಯ ಸಾಲುಗಳು 🙏🏻 ಮನಃಪರಿವರ್ತನೆಯ ಸಾಲುಗಳು 😑❤️evargren song ❤️,False,NOT_OTP,auto_not_otp,38,False
28538,"Avbl Bal in your A/C. No.XXXXXXXXXXX0055 on EOD 15-JUL-2020 is USD 0.00, Tot. avbl bal (including linked deposits and Limit) is USD 0.00.",False,NOT_OTP,auto_not_otp,31,False
9299,"Dear Customer,

Greetings from YES BANK. This is an important communication pursuant to RBI guidelines in relation to your account(s) with YES BANK. For details, click: http://yesbnk.in/jXPk7I .",False,NOT_OTP,auto_not_otp,12,True
7871,004386 is OTP for txn of INR 747.55 at AMAZON on ICICI Bank Credit Card XX8380. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,10,False
52356,कोई ऐसी जानकारी आए तो प्लीज शेयर करें भाई,False,NOT_OTP,auto_not_otp,78,False
54767,Hi Sai! Thank you for registering with Moviepass on Justickets. Your OTP is 941811.,True,GENERIC_APP_ACTION_OTP,success,3,False
41732,abiola bring bye great india just light lucky project smile trip,False,NOT_OTP,auto_not_otp,57,False
5564,"INR 9,222.70 spent using ICICI Bank Card XX2260 on 28-Feb-25 on IRCTC Eticketin. Avl Limit: INR 4,02,066.49. If not you, call 1800 2662/SMS BLOCK 7007 to 2154234336.",False,NOT_OTP,auto_not_otp,5,False
6415,"INR 857.16 spent on ICICI Bank Card XX3034 on 13-Dec-23 at SBARRO HSR. Avl Lmt: INR 3,48,308.32. To dispute,call 18002662/SMS BLOCK 7007 to 0910356460",False,NOT_OTP,auto_not_otp,7,False
12420,"Dear 5677329917,  Your One Time Password to access Wi-Fi is 53307. Do not share with anyone. - Adopt NetTech",True,GENERIC_APP_ACTION_OTP,success,19,False
70834,വേറെ ലെവൽ 🔥,False,NOT_OTP,auto_not_otp,35,False
49155,"বিপিএলে বাজি ধরুন এবং ৫০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: promusic.co/components/interbank.com/",False,NOT_OTP,auto_not_otp,72,True
42311,gt home lt minutes reach ur,False,NOT_OTP,auto_not_otp,58,False
11118,"SIP of Rs.3,275.63 in NIMF Small Cap Fnd,Folio-477244261103 is processed with NAV 84.8301 & 11.788 units on 11/10/2021.T&C at https://bit.ly/2PErr6g . NIMF",False,NOT_OTP,auto_not_otp,16,True
66281,Special Offer Only For You! Recharge Today! Rs.771=Unlimited calls+84GB 56Days. Rs.699=Unlimited Calls+122GB,False,NOT_OTP,auto_not_otp,26,False
50777,मैं यहाँ हूँ।,False,NOT_OTP,auto_not_otp,75,False
32134,"Dear Customer, 

Your Supr Daily subscription for Nandini Shubham [pkt] [500 ml] has only 7 deliveries remaining. Kindly recharge at your earliest convenience. 

Have a Supr day ahead!

-Supr Daily",False,NOT_OTP,auto_not_otp,38,False
52795,भाई ऐसा हो गया क्या?,False,NOT_OTP,auto_not_otp,79,False
7044,"INR 314.11 spent using ICICI Bank Card XX7611 on 26-Nov-24 on SWIGGY FOOD. Avl Limit: INR 5,81,535.89. If not you, call 1800 2662/SMS BLOCK 7007 to 7592321598.",False,NOT_OTP,auto_not_otp,8,False
45287,150p 25 best changed choose club com content credits days free mobile po ringtone send service stop txt uk ur wk,False,NOT_OTP,auto_not_otp,64,True
67093,For my family happiness..,False,NOT_OTP,auto_not_otp,28,False
1973,"Dear Customer,Greetings from bbdaily. Due to unforeseen operational challenges, your order delivery will be delayed. Our team will try their best to deliver within 2 hours. Apologies for the inconvenience caused. Thank you for your patience!",ERROR,ERROR,failed,2,False
29248,"ORDER CONFIRMED!
Hi Gandharv,
 Your order 15001360 is confirmed and will be delivered by 27/02/2023.Your order will be shipped in 24-48 hours.You can track your order here: https://www.decathlon.in/myaccount?tab=order-returns.
Thank you,
Decathlon Sports India",False,NOT_OTP,auto_not_otp,32,True
27774,"Your a/c no. XX8728 is debited for INR 354,184.44 VN  32-IMA-7127 and a/c XX5257 credited (IMPS Ref no  217914131001.). Call 18002586465 if not done by you - StanChart",False,NOT_OTP,auto_not_otp,29,False
61149,No,False,NOT_OTP,auto_not_otp,16,False
64285,No,False,NOT_OTP,auto_not_otp,22,False
10858,"INR 390.69 spent on ICICI Bank Card XX0444 on 15-Nov-23 at NETFLIX. Avl Lmt: INR 8,19,952.58. To dispute,call 18002662/SMS BLOCK 7007 to 9886032191",False,NOT_OTP,auto_not_otp,16,False
52199,मेरे पास 46 वोडाफोन मिनट बचे हैं। अगर आपको लगता है कि आप रिचार्ज करा सकते हैं तो मुझे बताएं। अन्यथा यदि आप चाहते हैं कि मैं रिचार्ज कराऊं तो मुझे सूचित करें।,False,NOT_OTP,auto_not_otp,78,False
13466,ICICI Bank Acct XX488 debited for Rs 4718.00 on 06-Dec-21; T VINAY credited. UPI:134079168331. Call 18002662 for dispute. SMS BLOCK 696 to 0697511488.,False,NOT_OTP,auto_not_otp,1,False
9263,Your Google Pay registration has started. Don't share Debit card details/OTP/Expiry date with anyone to avoid financial loss. Not you? Report to your bank.Axis Bank,False,NOT_OTP,success,12,False
71874,ಆ ಮಗುವಿಗೆ ಬಮದು ಚಾಕೊಲೇಟ್ ಕೊಟ್ಟರೆ ನಿಮ್ಮ ಪ್ಪನ ಗಂಟು ಗಂಟು ಹೊಗ್ತ ಇತ್ತ ಥೂ ನಿಮ್ಮ,False,NOT_OTP,auto_not_otp,37,True
65696,சிறப்பாக விளக்கவுரை நன்றே,False,NOT_OTP,auto_not_otp,25,False
39083,does fucking minutes question respond usually yes,False,NOT_OTP,auto_not_otp,52,False
20663,"Dear Customer, acct XXX411 is credited with Rs.0044.00 on 10-Sep-19 from rath.swagat@okhdfcbank. UPI Ref no 925313492756",False,NOT_OTP,auto_not_otp,15,False
4345,152751 is OTP for txn of INR 531.85 at AMAZON on ICICI Bank Credit Card XX0034. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,True,BANK_OR_CARD_TXN_OTP,success,2,False
52096,आपकी गाड़ी का बीमा समाप्त हो गया है। तुरंत रिन्यू करें: https://carinsurance.info/v9JL87NK -CarPolicy।,False,NOT_OTP,auto_not_otp,78,True
39333,log wat,False,NOT_OTP,auto_not_otp,52,False
14740,"INR 445.78 spent on ICICI Bank Card XX1005 on 14-Jun-23 at TRUFFLES. Avl Lmt: INR 8,17,394.74. To dispute,call 18002662/SMS BLOCK 7007 to 0158689117",False,NOT_OTP,auto_not_otp,3,False
30053,"Dear Renu

As per DGCA guidelines, web check-in is mandatory for all passengers. As you are flying soon, please complete the web check-in for your upcoming Vistara Airlines flight UK-612 from Srinagar To Delhi at the earliest. 

To web check-in on MakeMyTrip, click https://applinks.makemytrip.com/rqvu1oXD5nb | Team MakeMyTrip",False,NOT_OTP,auto_not_otp,34,True
27183,"Dear AJNXXXXX1A,Your traded value for 11-APR-23 CM Rs 196.26 Check your registered email. For details contact broker -National Stock Exchange.",False,NOT_OTP,auto_not_otp,28,False
52504,आपका प्लान आपके 5G फोन पर सही मायने में असीमित 5G डेटा नहीं दे रहा है।,False,NOT_OTP,auto_not_otp,79,True
67753,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",False,NOT_OTP,auto_not_otp,29,False
71101,മനോഹരഗാനം.. 👌👌💕😍,False,NOT_OTP,auto_not_otp,36,False
37613,"100% CASHBACK
upto Rs.318 on your today's order
coupon: REPUBLIC2020
@ www.FreshToHome.com

Cashback:
*will be credited in 24hrs
*expiry 31/01/2020
*T&C applies",False,NOT_OTP,auto_not_otp,49,True
45162,black cool crazy dont download info lonely mob new ready tones weekly weeks,False,NOT_OTP,auto_not_otp,64,True
31626,Wakefit Orthopaedic Memory Foam Mattress confirmed with dimensions 76x64x6 inch. It should be delivered to you by 07-06-2022. Manage your order at https://www.wakefit.co/my-orders,False,NOT_OTP,auto_not_otp,37,True
56322,"Hi akash, Rs.7253 wallet bal expires in Next 8 Hours! Activate your wallet & Shop Eyeglasses & Sunglasses @Coolwinks. Shop Now: https://goo.gl/YaeDHT",False,NOT_OTP,auto_not_otp,6,True
48992,আজ তোমার পাশে থাকতে পারি না। আমি আপনার পাশে রয়েছি।,False,NOT_OTP,auto_not_otp,72,False
30205,Congratulations! You won INR 74 cashback. We will deposit it into your credit card XXX-3128 in the next 7 days.,False,NOT_OTP,auto_not_otp,34,True
3572,"International Roaming Tips from Vi to make your travel experience better:
1) Keep call divert/voice mails inactive
2) To save high costs on IR, view packs https://vi.app.link/virKN1
3) Should you need any assistance related to network while on roaming, you can connect with our experts on our 24X7 live chat via WhatsApp +919654297000",False,NOT_OTP,auto_not_otp,1,True
59934,No,False,NOT_OTP,auto_not_otp,14,False
52553,तुम्हारे साथ बिताया समय बहुत अच्छा था।,False,NOT_OTP,auto_not_otp,79,False
46140,18 20 bedroom hi live love old sex text work years,False,NOT_OTP,auto_not_otp,66,True
15038,"INR 900.85 spent on ICICI Bank Card XX9207 on 20-Sep-23 at TW Coffee  Kora. Avl Lmt: INR 5,12,704.76. To dispute,call 18002662/SMS BLOCK 7007 to 0464876406",False,NOT_OTP,auto_not_otp,4,False
62129,No,False,NOT_OTP,auto_not_otp,18,False
