original_index,sms_text,is_phishing_original,is_phishing_llama_bool,is_phishing_llama_raw,raw_response
44455,bluetooth chance fml free password reply ringtone simply text waiting win,True,False,False,"[
  {""id"": ""46857"", ""is_phishing"": true},
  {""id"": ""53374"", ""is_phishing"": true},
  {""id"": ""46363"", ""is_phishing"": false},
  {""id"": ""46934"", ""is_phishing"": true},
  {""id"": ""50109"", ""is_phishing"": true},
  {""id"": ""53587"", ""is_phishing"": false},
  {""id"": ""53587"", ""is_phishing"": false},
  {""id"": ""54449"", ""is_phishing"": true},
  {""id"": ""46654"", ""is_phishing"": true},
  {""id"": ""47575"", ""is_phishing"": true},
  {""id"": ""44455"", ""is_phishing"": false}
]"
47525,150p 2lands 86688 adult chat exciting hi invited ldn lucky meet msg msgrcvdhg night place row singles suite342 town txt uk ur w1j6hl xchat yes,True,True,True,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
47821,08000839402 08002986906 11mths calls camera colour december entitled free freefone latest mobile mobiles unlimited update weekend,True,False,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
46146,150p age company enjoy getting good join just life living mobile opt partner perfect sms thought touch txt waiting,True,False,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
45209,100 150ppm 16 500 5000 await box cash collection cost cs drop holiday landline mobile ntt po sae shop till travel urgent vary voucher,True,True,True,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
66833,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,True,True,True,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
45642,3mins book calling com created eve friend guess like little ones page read santa time waiting want www xmas,True,False,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
38663,000 100 150p 16 20 87575 apply cash cost day hl info pounds reply send txt win,True,True,True,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
46924,1000s choose credit download enjoy gr8 kick like ringtones send service sir tones txt weekly wk yr,True,False,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
45198,00 150 16 50 85023 chance claim cs details discount just m263uz member mobile offers pobox pobox84 savamob shop sub text today ur vouchers week weeks worth,True,False,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
44545,03 05 2004 26 786 account claim code expires identifier points shows unredeemed,True,False,False,"[
  {""id"": ""47525"", ""is_phishing"": true},
  {""id"": ""47821"", ""is_phishing"": false},
  {""id"": ""46146"", ""is_phishing"": false},
  {""id"": ""45209"", ""is_phishing"": true},
  {""id"": ""66833"", ""is_phishing"": true},
  {""id"": ""45642"", ""is_phishing"": false},
  {""id"": ""38663"", ""is_phishing"": true},
  {""id"": ""46924"", ""is_phishing"": false},
  {""id"": ""45198"", ""is_phishing"": false},
  {""id"": ""44545"", ""is_phishing"": false}
]"
54277,6500 रुपये मूल्य की ओनिडा वॉशिंग मशीन टीडीवाई जीतें। कंबोला खेलें और सबसे कम अद्वितीय राशि जीतें। न्यूनतम बोली 1 रुपया। जीतना शुरू करने के लिए 58888084 पर टोलफ्री पर कॉल करें,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
42708,text,True,False,False,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
80,"Dear Customer, your payment of USD 21.24 for Webflow Inc. to be debited from your ICICI Bank Credit Card 3472, as per Standing Instructions XG4RtImYuy, is due by 02/07/2025. To cancel this debit or your Standing Instructions, visit https://icici.co/ICICIT/P6irpE >Cards>Credit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
66780,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
44017,09061221066 28 awarded camera days delivery digital fromm landline sipix,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
47046,10 1000 18 50 87121 awarded claim complimentary dis trip txt ur urgent,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
460,"Dear Customer, we have successfully processed the payment of INR 796.38 for Amazon, as per the Standing Instruction Xkcq1ahCBr, on 25/09/2025 for your ICICI Bank Credit Card 4220. To manage your Standing Instructions, visit https://icici.co/ICICIT/K5yQRy >Cards >Credit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
44139,bt check com info just line min opt stop text,True,False,False,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
39125,150p direct dogging ec2a join laid largest locations moan mob msg network real sent tonight txting uk ur want,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
48288,100 draw enter gift registered replying stop text unsubscribe voucher,True,True,True,"[
  {""id"": ""54277"", ""is_phishing"": true},
  {""id"": ""42708"", ""is_phishing"": false},
  {""id"": ""80"", ""is_phishing"": true},
  {""id"": ""66780"", ""is_phishing"": true},
  {""id"": ""44017"", ""is_phishing"": true},
  {""id"": ""47046"", ""is_phishing"": true},
  {""id"": ""460"", ""is_phishing"": true},
  {""id"": ""44139"", ""is_phishing"": false},
  {""id"": ""39125"", ""is_phishing"": true},
  {""id"": ""48288"", ""is_phishing"": true}
]"
50947,"रेट रिवाइज़ जल्द ही, यमुना एक्सप्रेसवे पर एक्सपीरियंस बीचसाइड लिवंग सुपरच हॉलिडे विलेज एक्सपेंडेबल विला, आकार 1575/2200 वर्ग फुट। @27 लाख ऑनराइट एसएमएस आईसीएफ 54999 पर",True,True,True,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
44587,8007 card collection eerie free logo message mob pic plus spook tone txt zed,True,False,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
46701,50 84199 box39822 colour eng england flag free game ll man mobile official optout play poly right ringtone send stop text tone txt ur w111wx yer,True,False,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
47277,85 access adult couple days direct fixed free hi line minute number phone sending,True,False,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
49175,"1 টা স্টরি লিখে দিলে 40 টাকা
2 টা স্টরি 80 টাকা
5 টা লিখলে 200 টাকা
ডেইলি ৬-৭ টা পিক দেওয়া হবে সেটা দেখে দেখে লিখতে হবে শুধু।
😊 কাজ করার সাথে সাথেই পেমেন্ট পাবেন ইনশাআল্লাহ
এড ফি ৫০ টাকা ✅",True,True,True,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
49881,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,True,True,True,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
46523,arcade buy chance charge dear free game games great o2 press purchase settings space std terms uk wap win,True,False,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
47838,150p action cost local looking married match matches msg phone real stop text txt,True,False,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
52822,अपने रिचार्ज अनुभव को साझा करने के लिए यहाँ क्लिक करें: https://www.jio.com/en-in/jio-rech-exp-survey-hindi?custid=BR000BELRN59,True,True,True,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
44939,150p 16 5000 await box cash collection cs holiday landline netcollex po sae urgent,True,False,False,"[
  {""id"": ""50947"", ""is_phishing"": true},
  {""id"": ""44587"", ""is_phishing"": false},
  {""id"": ""46701"", ""is_phishing"": false},
  {""id"": ""47277"", ""is_phishing"": false},
  {""id"": ""49175"", ""is_phishing"": true},
  {""id"": ""49881"", ""is_phishing"": true},
  {""id"": ""46523"", ""is_phishing"": false},
  {""id"": ""47838"", ""is_phishing"": false},
  {""id"": ""52822"", ""is_phishing"": true},
  {""id"": ""44939"", ""is_phishing"": false}
]"
49512,মাশরাফির সাথে ফ্রি ডিনার করার সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: promusic.co/components/interbank.com/,True,True,True,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
45395,10p 2nd 750 bt claim contact easy min national pound prize rate time tried won,True,True,True,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
