original_index,sms_text,predicted_is_otp,predicted_otp_intent,is_phishing,is_phishing_truth,predicted_is_phishing,model_id,model_name,raw_response,elapsed_seconds,pred_bool,correct
42241,escape going minutes theatre watch,False,NOT_OTP,False,False,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,False
42241,escape going minutes theatre watch,False,NOT_OTP,False,False,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,False
42241,escape going minutes theatre watch,False,NOT_OTP,False,False,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,False
42241,escape going minutes theatre watch,False,NOT_OTP,False,False,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,False
48073,100 80062 ans correct draw entered gift receipt registered subscriber txt voucher yr,False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,True
48073,100 80062 ans correct draw entered gift receipt registered subscriber txt voucher yr,False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,True
48073,100 80062 ans correct draw entered gift receipt registered subscriber txt voucher yr,False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,True
48073,100 80062 ans correct draw entered gift receipt registered subscriber txt voucher yr,False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,True
41253,okie,False,NOT_OTP,False,False,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,False
41253,okie,False,NOT_OTP,False,False,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,False
41253,okie,False,NOT_OTP,False,False,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,False
41253,okie,False,NOT_OTP,False,False,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,False
48434,"প্রিয় শিক্ষার্থী! Coronavirus এর কারণে তোমাদের উপবৃত্তির ৪,২০০ টাকা দেওয়া হচ্ছে। টাকা গ্রহনের জন্য নিম্নোক্ত শিক্ষাবোর্ডের নম্বরে যোগাযোগ করুন।
মোবাঃ 01813849152,
যোগাযোগের সময় সকাল 10 টা রাত 7:30 টা পযন্ত বি:দ্র: একটা বিকাশ নাম্বার নিয়ে ফোন দিতে হবে",False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,True
48434,"প্রিয় শিক্ষার্থী! Coronavirus এর কারণে তোমাদের উপবৃত্তির ৪,২০০ টাকা দেওয়া হচ্ছে। টাকা গ্রহনের জন্য নিম্নোক্ত শিক্ষাবোর্ডের নম্বরে যোগাযোগ করুন।
মোবাঃ 01813849152,
যোগাযোগের সময় সকাল 10 টা রাত 7:30 টা পযন্ত বি:দ্র: একটা বিকাশ নাম্বার নিয়ে ফোন দিতে হবে",False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,True
48434,"প্রিয় শিক্ষার্থী! Coronavirus এর কারণে তোমাদের উপবৃত্তির ৪,২০০ টাকা দেওয়া হচ্ছে। টাকা গ্রহনের জন্য নিম্নোক্ত শিক্ষাবোর্ডের নম্বরে যোগাযোগ করুন।
মোবাঃ 01813849152,
যোগাযোগের সময় সকাল 10 টা রাত 7:30 টা পযন্ত বি:দ্র: একটা বিকাশ নাম্বার নিয়ে ফোন দিতে হবে",False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,True
48434,"প্রিয় শিক্ষার্থী! Coronavirus এর কারণে তোমাদের উপবৃত্তির ৪,২০০ টাকা দেওয়া হচ্ছে। টাকা গ্রহনের জন্য নিম্নোক্ত শিক্ষাবোর্ডের নম্বরে যোগাযোগ করুন।
মোবাঃ 01813849152,
যোগাযোগের সময় সকাল 10 টা রাত 7:30 টা পযন্ত বি:দ্র: একটা বিকাশ নাম্বার নিয়ে ফোন দিতে হবে",False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""45539"", ""is_phishing"": true}
{""id"": ""45967"", ""is_phishing"": true}
{""id"": ""50503"", ""is_phishing"": true}
{""id"": ""51178"", ""is_phishing"": true}
{""id"": ""47081"", ""is_phishing"": true}
{""id"": ""46518"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
{""id"": ""48434"", ""is_phishing"": true}
{""id"": ""42241"", ""is_phishing"": true}
{""id"": ""48073"", ""is_phishing"": true}
{""id"": ""41253"", ""is_phishing"": true}
```",39.43140459060669,True,True
47290,21 25 440 62468 ac friend frnd inviting reply send sms stop www yes,False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""47290"", ""is_phishing"": true}
{""id"": ""51273"", ""is_phishing"": true}
{""id"": ""51467"", ""is_phishing"": true}
{""id"": ""46186"", ""is_phishing"": true}
{""id"": ""53502"", ""is_phishing"": true}
{""id"": ""45029"", ""is_phishing"": true}
{""id"": ""48027"", ""is_phishing"": true}
{""id"": ""40899"", ""is_phishing"": true}
{""id"": ""51132"", ""is_phishing"": true}
{""id"": ""45836"", ""is_phishing"": true}
```",39.43140459060669,True,True
47290,21 25 440 62468 ac friend frnd inviting reply send sms stop www yes,False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""47290"", ""is_phishing"": true}
{""id"": ""51273"", ""is_phishing"": true}
{""id"": ""51467"", ""is_phishing"": true}
{""id"": ""46186"", ""is_phishing"": true}
{""id"": ""53502"", ""is_phishing"": true}
{""id"": ""45029"", ""is_phishing"": true}
{""id"": ""48027"", ""is_phishing"": true}
{""id"": ""40899"", ""is_phishing"": true}
{""id"": ""51132"", ""is_phishing"": true}
{""id"": ""45836"", ""is_phishing"": true}
```",39.43140459060669,True,True
51273,"Cialis, Valium, Viagra, Xanax – बेहद कम कीमत पर! बिना प्रिस्क्रिप्शन के! आज ही छूट पाने के लिए क्लिक करें!",False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""47290"", ""is_phishing"": true}
{""id"": ""51273"", ""is_phishing"": true}
{""id"": ""51467"", ""is_phishing"": true}
{""id"": ""46186"", ""is_phishing"": true}
{""id"": ""53502"", ""is_phishing"": true}
{""id"": ""45029"", ""is_phishing"": true}
{""id"": ""48027"", ""is_phishing"": true}
{""id"": ""40899"", ""is_phishing"": true}
{""id"": ""51132"", ""is_phishing"": true}
{""id"": ""45836"", ""is_phishing"": true}
```",39.43140459060669,True,True
51273,"Cialis, Valium, Viagra, Xanax – बेहद कम कीमत पर! बिना प्रिस्क्रिप्शन के! आज ही छूट पाने के लिए क्लिक करें!",False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""47290"", ""is_phishing"": true}
{""id"": ""51273"", ""is_phishing"": true}
{""id"": ""51467"", ""is_phishing"": true}
{""id"": ""46186"", ""is_phishing"": true}
{""id"": ""53502"", ""is_phishing"": true}
{""id"": ""45029"", ""is_phishing"": true}
{""id"": ""48027"", ""is_phishing"": true}
{""id"": ""40899"", ""is_phishing"": true}
{""id"": ""51132"", ""is_phishing"": true}
{""id"": ""45836"", ""is_phishing"": true}
```",39.43140459060669,True,True
51467,"अभी अपडेट करें - क्रिसमस ऑफर! नवीनतम मोटोरोला, सोनी एरिक्सन और नोकिया और मुफ़्त इलेक्ट्रॉनिक्स! ऑरेंज पर डबल मिनट और 1000 टेक्स्ट। MobileUpd8 पर 08000839402 पर कॉल करें या कॉल करें2optout/F4Q=",False,NOT_OTP,True,True,True,gemma3:1b,Gemma3 1B,"```json
{""id"": ""47290"", ""is_phishing"": true}
{""id"": ""51273"", ""is_phishing"": true}
{""id"": ""51467"", ""is_phishing"": true}
{""id"": ""46186"", ""is_phishing"": true}
{""id"": ""53502"", ""is_phishing"": true}
{""id"": ""45029"", ""is_phishing"": true}
{""id"": ""48027"", ""is_phishing"": true}
{""id"": ""40899"", ""is_phishing"": true}
{""id"": ""51132"", ""is_phishing"": true}
{""id"": ""45836"", ""is_phishing"": true}
```",39.43140459060669,True,True
