id,sender,body,timestamp,language,is_otp,otp_intent,share_advice
Spam Message Collection_row_20,"அன்பார்ந்த வாடிக்கையாளரே, இன்று எல் அண்டு டி ஃபைனான்ஸ் நிறுவனத்திலிருந்து அனுப்பியுள்ள குறுந்செய்தியை (SMS) தவிர்க்கவும். இந்த குறுந்செய்தி (SMS) தவறுதலாக அனுப்பபட்டுள்ளது என்பதை தெரிவித்து கொள்கிறோம்","அன்பார்ந்த வாடிக்கையாளரே, இன்று எல் அண்டு டி ஃபைனான்ஸ் நிறுவனத்திலிருந்து அனுப்பியுள்ள குறுந்செய்தியை (SMS) தவிர்க்கவும். இந்த குறுந்செய்தி (SMS) தவறுதலாக அனுப்பபட்டுள்ளது என்பதை தெரிவித்து கொள்கிறோம்",,en,,,
Spam Message Collection_row_21,"அன்பார்ந்த வாடிக்கையாளரே, இந்திய ரிசா்வ் வங்கி அறிக்கையின்படி, எல் அண்டு டி ஃபைனான்ஸ் தனது கணக்கு எண் L09180312238 க்கு இஎம்ஐ ஒத்தி வைப்பு அளித்துள்ளது. மாற்றி அமைக்கப்பட்ட தவணை காலம் பற்றிய விவரம் உங்களுக்கு கிடைக்காவிட்டால், உங்கள் மீட்டிங் சென்டர் மானேஜரைக் தொடர்பு கொள்ளவும்.","அன்பார்ந்த வாடிக்கையாளரே, இந்திய ரிசா்வ் வங்கி அறிக்கையின்படி, எல் அண்டு டி ஃபைனான்ஸ் தனது கணக்கு எண் L09180312238 க்கு இஎம்ஐ ஒத்தி வைப்பு அளித்துள்ளது. மாற்றி அமைக்கப்பட்ட தவணை காலம் பற்றிய விவரம் உங்களுக்கு கிடைக்காவிட்டால், உங்கள் மீட்டிங் சென்டர் மானேஜரைக் தொடர்பு கொள்ளவும்.",,en,,,
Spam Message Collection_row_22,நாங்கள் பாதுகாப்பான வங்கி சேவையை உங்களது வீட்டு வாசலில் வழங்குகிறோம். மேலும் விவரங்களுக்கு அணுகுங்கள் www.psbdsb.in மற்றும் தொலைபேசி எண் 18001037188 / 18001213721.,நாங்கள் பாதுகாப்பான வங்கி சேவையை உங்களது வீட்டு வாசலில் வழங்குகிறோம். மேலும் விவரங்களுக்கு அணுகுங்கள் www.psbdsb.in மற்றும் தொலைபேசி எண் 18001037188 / 18001213721.,,en,,,
Spam Message Collection_row_23,"உங்கள் டீமை நண்பர்களுடன் உற்சாகப்படுத்தவும் 599ல்,கிரிக்கெட்டிற்கு ஏர்டெல் டிக்கெட்-1 வருட Disney Hotstar VIP,2GB/நாள் அளவில்லா கால்,56நாள் u.airtel.in/Cric6","உங்கள் டீமை நண்பர்களுடன் உற்சாகப்படுத்தவும் 599ல்,கிரிக்கெட்டிற்கு ஏர்டெல் டிக்கெட்-1 வருட Disney Hotstar VIP,2GB/நாள் அளவில்லா கால்,56நாள் u.airtel.in/Cric6",,en,,,
Spam Message Collection_row_24,போரடிக்கிறதா? களிப்பை தொடர்க! ரம்மி ஆடி பணம் வெல்க 1kx.in/hScN5e,போரடிக்கிறதா? களிப்பை தொடர்க! ரம்மி ஆடி பணம் வெல்க 1kx.in/hScN5e,,en,,,
Spam Message Collection_row_25,போரடிக்கிறதா? களிப்பை தொடர்க! ரம்மி ஆடி பணம் வெல்க 1kx.in/PTfTYf,போரடிக்கிறதா? களிப்பை தொடர்க! ரம்மி ஆடி பணம் வெல்க 1kx.in/PTfTYf,,en,,,
Spam Message Collection_row_26,"உங்கள் டீமை நண்பர்களுடன் உற்சாகப்படுத்தவும் 599ல்,கிரிக்கெட்டிற்கு ஏர்டெல் டிக்கெட்-1 வருட Disney Hotstar VIP,2GB/நாள் அளவில்லா கால்,56நாள் u.airtel.in/Cric6","உங்கள் டீமை நண்பர்களுடன் உற்சாகப்படுத்தவும் 599ல்,கிரிக்கெட்டிற்கு ஏர்டெல் டிக்கெட்-1 வருட Disney Hotstar VIP,2GB/நாள் அளவில்லா கால்,56நாள் u.airtel.in/Cric6",,en,,,
Spam Message Collection_row_27,"இது எப்படி இருக்கு?தமிழா காம்போ பேக்,ஜீ,சன்,விஜய்+கிட்ஸ் & ஸ்போர்ட்ஸ் + அனைத்து தமிழ சேனல்களை மாதம் ரூ169 க்கு d2hல் கிடைக்கிறது.TnC","இது எப்படி இருக்கு?தமிழா காம்போ பேக்,ஜீ,சன்,விஜய்+கிட்ஸ் & ஸ்போர்ட்ஸ் + அனைத்து தமிழ சேனல்களை மாதம் ரூ169 க்கு d2hல் கிடைக்கிறது.TnC",,en,,,
Spam Message Collection_row_28,"இது எப்படி இருக்கு?தமிழா காம்போ பேக்,ஜீ,சன்,விஜய்+கிட்ஸ் & ஸ்போர்ட்ஸ் + அனைத்து தமிழ சேனல்களை மாதம் ரூ169 க்கு d2hல் கிடைக்கிறது.TnC","இது எப்படி இருக்கு?தமிழா காம்போ பேக்,ஜீ,சன்,விஜய்+கிட்ஸ் & ஸ்போர்ட்ஸ் + அனைத்து தமிழ சேனல்களை மாதம் ரூ169 க்கு d2hல் கிடைக்கிறது.TnC",,en,,,
Spam Message Collection_row_29,திருப்பாவை 7 ஆம் பாசுரம் ௮ன்பில் சுந்தரராஜ பெருமாள் சேவை,திருப்பாவை 7 ஆம் பாசுரம் ௮ன்பில் சுந்தரராஜ பெருமாள் சேவை,,unknown,,,
Spam Message Collection_row_30,போரடிக்கிறதா? களிப்பை தொடர்க! ரம்மி ஆடி பணம் வெல்க 1kx.in/eoWyuU,போரடிக்கிறதா? களிப்பை தொடர்க! ரம்மி ஆடி பணம் வெல்க 1kx.in/eoWyuU,,en,,,
Spam Message Collection_row_31,அப்படியெல்லாம் முடிவுக்கு வந்துருராதிங்க சார்😁..நாங்க எல்லாம் ஆச்சரியமாக பாக்கிறோம்👍🏼😆,அப்படியெல்லாம் முடிவுக்கு வந்துருராதிங்க சார்😁..நாங்க எல்லாம் ஆச்சரியமாக பாக்கிறோம்👍🏼😆,,unknown,,,
Spam Message Collection_row_32,வருக வருக😊💐😊💐😊💐,வருக வருக😊💐😊💐😊💐,,unknown,,,
Spam Message Collection_row_33,இனிய 22ம் ஆண்டு திருமண நாள் நல்வாழ்த்துக்கள் மேடம் and sir,இனிய 22ம் ஆண்டு திருமண நாள் நல்வாழ்த்துக்கள் மேடம் and sir,,en,,,
Spam Message Collection_row_34,வாழ்த்துகள் sunil sir 😊💐😊💐😊💐,வாழ்த்துகள் sunil sir 😊💐😊💐😊💐,,en,,,
Spam Message Collection_row_35,சொர்க்கமே என்றாலும் அது நம்மூரைப் போல வருமா,சொர்க்கமே என்றாலும் அது நம்மூரைப் போல வருமா,,unknown,,,
Spam Message Collection_row_36,கொஞ்ச  நேரம் mam free யா இருக்கட்டுண்ணு தான் நான் அத குடுத்து விட்டிருப்பேன்😂,கொஞ்ச  நேரம் mam free யா இருக்கட்டுண்ணு தான் நான் அத குடுத்து விட்டிருப்பேன்😂,,en,,,
Spam Message Collection_row_37,இவ்வளவு பெரிய cup உங்க  வீட்ல  பாத்த ஞாபகம் சார்🤪,இவ்வளவு பெரிய cup உங்க  வீட்ல  பாத்த ஞாபகம் சார்🤪,,en,,,
Spam Message Collection_row_38,காலம் ....கலி காலம்..,காலம் ....கலி காலம்..,,unknown,,,
Spam Message Collection_row_39,அருள்மிகு அரங்கநாத சுவாமி திருக்கோயில் ஸ்ரீரங்கம் நம்பெருமாள் ரேவதி மண்டபத்தில் திருமஞ்சனம் முடிந்தபிறகு சிறப்பு சேவையில்🙏🌹,அருள்மிகு அரங்கநாத சுவாமி திருக்கோயில் ஸ்ரீரங்கம் நம்பெருமாள் ரேவதி மண்டபத்தில் திருமஞ்சனம் முடிந்தபிறகு சிறப்பு சேவையில்🙏🌹,,unknown,,,
Spam Message Collection_row_40,ரீரங்கம் அருள்மிகு அரங்கநாதசுவாமி திருக்கோயில் நம்பெருமாள் ஆடி 28  அம்மாமண்டபம் புறப்பாடு,ரீரங்கம் அருள்மிகு அரங்கநாதசுவாமி திருக்கோயில் நம்பெருமாள் ஆடி 28  அம்மாமண்டபம் புறப்பாடு,,unknown,,,
Spam Message Collection_row_41,ஸ்ரீ கள்ளழகர் ப்ரம்மோற்சவம் ஆடி திருத்தேர் இன்று,ஸ்ரீ கள்ளழகர் ப்ரம்மோற்சவம் ஆடி திருத்தேர் இன்று,,unknown,,,
Spam Message Collection_row_42,இன்று 4.8.22 மதுரை ஸ்ரீ கள்ளழகர் ஆடி ப்ரம்மோர்ஸ்த்தவ கொடியேற்ற நிகழ்ச்சி துளிகள்,இன்று 4.8.22 மதுரை ஸ்ரீ கள்ளழகர் ஆடி ப்ரம்மோர்ஸ்த்தவ கொடியேற்ற நிகழ்ச்சி துளிகள்,,unknown,,,
Spam Message Collection_row_43,9.10.22 ஸ்ரீ கள்ளழகர் குடை திருவிழா,9.10.22 ஸ்ரீ கள்ளழகர் குடை திருவிழா,,unknown,,,
Spam Message Collection_row_44,விஜயா தசமி ஸ்ரீ பெருமாள் அம்பு போட்ட காட்சி பெரியப்பாவின் வழிகாட்டுதலின்படி ....,விஜயா தசமி ஸ்ரீ பெருமாள் அம்பு போட்ட காட்சி பெரியப்பாவின் வழிகாட்டுதலின்படி ....,,unknown,,,
Spam Message Collection_row_45,"என்னது, சம்ஸ்கிருதம் பிராமணர்கள் பாஷையா? இறந்த பாஷையா?","என்னது, சம்ஸ்கிருதம் பிராமணர்கள் பாஷையா? இறந்த பாஷையா?",,unknown,,,
Spam Message Collection_row_46,"பாருங்கள், கிராமத்து பெண்மணி எவ்வளவு அழகாக சம்ஸ்கிருதத்தில் உரையாடிக் கொண்டிருக்கிறார்!!!","பாருங்கள், கிராமத்து பெண்மணி எவ்வளவு அழகாக சம்ஸ்கிருதத்தில் உரையாடிக் கொண்டிருக்கிறார்!!!",,unknown,,,
Spam Message Collection_row_47,அழகனுக்கு ரேவதியின் ஆனந்தம் அலுப்புதீர...,அழகனுக்கு ரேவதியின் ஆனந்தம் அலுப்புதீர...,,unknown,,,
Spam Message Collection_row_48,ஆவணி ஞாயிறு இன்று கோடிசூர்ய பிரகாசமான ஸ்ரீ கள்ளழகர் பெருமான் தரிசனம் நன்மையை தரும்🙏💐,ஆவணி ஞாயிறு இன்று கோடிசூர்ய பிரகாசமான ஸ்ரீ கள்ளழகர் பெருமான் தரிசனம் நன்மையை தரும்🙏💐,,unknown,,,
Spam Message Collection_row_49,🌺🌺 (சப்தாவர்ணம் சேவித்தால் செத்தாலும் மோட்சம் என்பர்).💐💐 இன்று ஸ்ரீ கள்ளழகர் ப்ரம்மோற்சவம்  சப்தாவர்ணம் சேவை.,🌺🌺 (சப்தாவர்ணம் சேவித்தால் செத்தாலும் மோட்சம் என்பர்).💐💐 இன்று ஸ்ரீ கள்ளழகர் ப்ரம்மோற்சவம்  சப்தாவர்ணம் சேவை.,,unknown,,,
Spam Message Collection_row_50,ஸ்ரீ கள்ளழகர் ப்ரம்மோற்சவம் 5ம் திருநாள் சிவகங்கை ராஜா மறவர் மண்டப திருமஞ்சணம் கண்டருளி ராஜாங்க சேவை,ஸ்ரீ கள்ளழகர் ப்ரம்மோற்சவம் 5ம் திருநாள் சிவகங்கை ராஜா மறவர் மண்டப திருமஞ்சணம் கண்டருளி ராஜாங்க சேவை,,unknown,,,
Spam Message Collection_row_51,ஸ்ரீ கள்ளழகர் ப்ரம்மோற்சவம் 4ம் திருநாள் கருட சேவை திருமஞ்சணம்,ஸ்ரீ கள்ளழகர் ப்ரம்மோற்சவம் 4ம் திருநாள் கருட சேவை திருமஞ்சணம்,,unknown,,,
Spam Message Collection_row_52,(ஆடி) இந்த தட்சிணாயன புண்ணிய காலத்தில் எம்பெருமான் க்ருபாயால் எல்லா நலன்களும் பெற்றிட பிரார்த்திக்கிறேன்💐💐🙏,(ஆடி) இந்த தட்சிணாயன புண்ணிய காலத்தில் எம்பெருமான் க்ருபாயால் எல்லா நலன்களும் பெற்றிட பிரார்த்திக்கிறேன்💐💐🙏,,unknown,,,
Spam Message Collection_row_53,இன்று 4.8.22 மதுரை ஸ்ரீ கள்ளழகர் ஆடி ப்ரம்மோர்ஸ்த்தவ கொடியேற்ற நிகழ்ச்சி துளிகள்,இன்று 4.8.22 மதுரை ஸ்ரீ கள்ளழகர் ஆடி ப்ரம்மோர்ஸ்த்தவ கொடியேற்ற நிகழ்ச்சி துளிகள்,,unknown,,,
Spam Message Collection_row_54,இனிய தீபாவளி நல்வாழ்த்துக்கள் 🪔✨💫,இனிய தீபாவளி நல்வாழ்த்துக்கள் 🪔✨💫,,unknown,,,
Spam Message Collection_row_55,"நலம், நலமறிய ஆவல்","நலம், நலமறிய ஆவல்",,unknown,,,
Spam Message Collection_row_56,"ஆழ்ந்த இரங்கலைத் தெரிவித்துக் கொள்கிறேன்,  தந்தையாரின் ஆன்மா சாந்தியடைய இறைவனை பிரார்த்திக்கிறேன்","ஆழ்ந்த இரங்கலைத் தெரிவித்துக் கொள்கிறேன்,  தந்தையாரின் ஆன்மா சாந்தியடைய இறைவனை பிரார்த்திக்கிறேன்",,unknown,,,
Spam Message Collection_row_57,"கோடிக்கணக்கான விளக்குகள்
முடிவில்லாத மகிழ்ச்சி, செழிப்பு, ஆரோக்கியம் மற்றும் செல்வம் ஆகியவற்றால் உங்கள் வாழ்க்கையை எப்போதும் ஒளிரச் செய்யட்டும்.","கோடிக்கணக்கான விளக்குகள்
முடிவில்லாத மகிழ்ச்சி, செழிப்பு, ஆரோக்கியம் மற்றும் செல்வம் ஆகியவற்றால் உங்கள் வாழ்க்கையை எப்போதும் ஒளிரச் செய்யட்டும்.",,unknown,,,
Spam Message Collection_row_58,"ஆழ்ந்த இரங்கல்.
🙏ஆன்மா சாந்தியடைய இறைவனை வேண்டுகிறோம் 🙏","ஆழ்ந்த இரங்கல்.
🙏ஆன்மா சாந்தியடைய இறைவனை வேண்டுகிறோம் 🙏",,unknown,,,
Spam Message Collection_row_59,இனிய தீபாவளி நல்வழ்த்துக்கள் மகிழ்ச்சி வெடித்திட மத்தாப்பு சிரித்திட என் வாழ்த்துக்கள் 💐🍫,இனிய தீபாவளி நல்வழ்த்துக்கள் மகிழ்ச்சி வெடித்திட மத்தாப்பு சிரித்திட என் வாழ்த்துக்கள் 💐🍫,,unknown,,,
Spam Message Collection_row_60,"உங்களுக்காக ஒரு ஏர்டெல் ஸ்பெஷல் ஆஃபர்! 30 நாள் இலவச அமேசான் பிரைம் வீடியோ ட்ரையல் பெற்று மகிழுங்கள், உங்கள் ஏர்டெல் அன்லிமிடெட் ரீசார்ஜ் உடன்! u.airtel.in/rch5","உங்களுக்காக ஒரு ஏர்டெல் ஸ்பெஷல் ஆஃபர்! 30 நாள் இலவச அமேசான் பிரைம் வீடியோ ட்ரையல் பெற்று மகிழுங்கள், உங்கள் ஏர்டெல் அன்லிமிடெட் ரீசார்ஜ் உடன்! u.airtel.in/rch5",,en,,,
Spam Message Collection_row_61,"RAI மொபைல் டவர்களை அமைப்பதற்காக NOC-ஐ வழங்காது என்பதை தயவுசெய்து நினைவில் கொள்ளுங்கள். அத்தகைய கடிதத்துடன் மோசடி செய்பவர் உங்களை அணுகினால்,  சம்பந்தப்பட்ட மொபைல் சேவை வழங்குநரிடம் தெரிவிக்கலாம்.","RAI மொபைல் டவர்களை அமைப்பதற்காக NOC-ஐ வழங்காது என்பதை தயவுசெய்து நினைவில் கொள்ளுங்கள். அத்தகைய கடிதத்துடன் மோசடி செய்பவர் உங்களை அணுகினால்,  சம்பந்தப்பட்ட மொபைல் சேவை வழங்குநரிடம் தெரிவிக்கலாம்.",,en,,,
Spam Message Collection_row_62,"வணக்கம்! உங்களுக்கான 7 நாட்களுக்கான இலவச 3ஜிபி டேட்டா முடிவடைய உள்ளது! ஏர்டெல்லின் சிறந்த டேட்டா அனுபவத்தை தொடர, இப்போதே ஏர்டெல் அன்லிமிடெட் பேக் மூலம் ரீசார்ஜ் செய்யவும்! https://u.airtel.in/rch3","வணக்கம்! உங்களுக்கான 7 நாட்களுக்கான இலவச 3ஜிபி டேட்டா முடிவடைய உள்ளது! ஏர்டெல்லின் சிறந்த டேட்டா அனுபவத்தை தொடர, இப்போதே ஏர்டெல் அன்லிமிடெட் பேக் மூலம் ரீசார்ஜ் செய்யவும்! https://u.airtel.in/rch3",,en,,,
Spam Message Collection_row_63,குடித்துவிட்டு வாகனம் ஓட்டாதீர்கள். உயிர் பறிபோகலாம்..MoRTH,குடித்துவிட்டு வாகனம் ஓட்டாதீர்கள். உயிர் பறிபோகலாம்..MoRTH,,en,,,
Spam Message Collection_row_64,30 நாட்களாகியும் உங்கள் புகாருக்கு உங்கள் வங்கி/NBFC/ஈ-வேலெட் பதிலளிக்கவில்லையா/ பெறப்பட்ட பதிலில் திருப்தி இல்லையா? https://cms.rbi.org.in -ல் RBI குறைதீர்ப்பாளரை அணுகவும். -RBI,30 நாட்களாகியும் உங்கள் புகாருக்கு உங்கள் வங்கி/NBFC/ஈ-வேலெட் பதிலளிக்கவில்லையா/ பெறப்பட்ட பதிலில் திருப்தி இல்லையா? https://cms.rbi.org.in -ல் RBI குறைதீர்ப்பாளரை அணுகவும். -RBI,,en,,,
Spam Message Collection_row_65,குடும்பத்தார் அனைவருக்கும் தீபாவளி நல்வாழ்த்துக்கள்,குடும்பத்தார் அனைவருக்கும் தீபாவளி நல்வாழ்த்துக்கள்,,unknown,,,
Spam Message Collection_row_66,அன்பான ஓய்வூதியரே ஜூலை முதல் செப்டம்பர் வரை நடைபெறும் இவ்வாண்டு நேர்காணலை http://www.tn.gov.in/karuvoolam இணையதளத்தில் குறிப்பிட்டுள்ள ஏதேனும் ஒரு முறையை பின்பற்றி பதிவு செய்யலாம்-கருவூல ஆணையர்.,அன்பான ஓய்வூதியரே ஜூலை முதல் செப்டம்பர் வரை நடைபெறும் இவ்வாண்டு நேர்காணலை http://www.tn.gov.in/karuvoolam இணையதளத்தில் குறிப்பிட்டுள்ள ஏதேனும் ஒரு முறையை பின்பற்றி பதிவு செய்யலாம்-கருவூல ஆணையர்.,,en,,,
Spam Message Collection_row_67,CLVOTE இன்பமும் வளமும் பெருகி மகிழ்ச்சியாய் வாழ புத்தாண்டு  வாழ்த்துக்கள் உங்களுக்காக உங்களுடன் V. V. ராஜன் செல்லப்பா எம்.எல்.ஏ 77082 58577,CLVOTE இன்பமும் வளமும் பெருகி மகிழ்ச்சியாய் வாழ புத்தாண்டு  வாழ்த்துக்கள் உங்களுக்காக உங்களுடன் V. V. ராஜன் செல்லப்பா எம்.எல்.ஏ 77082 58577,,en,,,
Spam Message Collection_row_68,தொழில்/தனிநபர் All L0A'N 1% வட்டி 2O% மானியம். 2545658554 CNDRNK,தொழில்/தனிநபர் All L0A'N 1% வட்டி 2O% மானியம். 8198685556 CNDRNK,,en,,,
Spam Message Collection_row_69,இனிய காலை வணக்கம்.  தீப ஒளி உங்கள் வீட்டை அழகாக ஒளிரச் செய்து உங்கள் வாழ்க்கைக்கு மேலும் அர்த்தத்தை சேர்க்கட்டும். இனிய தீபாவளி வாழ்த்துகள்!,இனிய காலை வணக்கம்.  தீப ஒளி உங்கள் வீட்டை அழகாக ஒளிரச் செய்து உங்கள் வாழ்க்கைக்கு மேலும் அர்த்தத்தை சேர்க்கட்டும். இனிய தீபாவளி வாழ்த்துகள்!,,unknown,,,
