original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing_original
synthetic_APP_ACCOUNT_CHANGE_OTP_fdefda2e,Securely update your email ID on Paytm Wallet with OTP: 2198. Do not disclose!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_dd1f5585,New phone number verification OTP from ICICI Bank Digital Banking is 8172. Use wisely.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_4b4544d9,"OTP for address change on RBL Bank NetBanking: 4679. Keep safe, do not share with anyone.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_47217f37,Your HDFC Ergo account password reset OTP is 3254. Do not disclose to anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_7ed1fd1d,Securely update your name on Kotak Mahindra Bank App using OTP: 9821. Confidential code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_b9495f47,OTP for email ID verification on CitiBank India Online Banking: 6543. Treat as confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_44aef199,"Your Axis Pay password reset OTP is 2789. Valid for limited time, do not share!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_d8425a23,Securely update your contact info with IndusInd Bank Mobile Banking using OTP 4136. Do not disclose.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_c4b8d19c,"OTP for profile update on YES Bank NetBanking: 9281. Keep confidential, do not share.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_3e4651bb,"Your SBI Card password reset OTP is 1357. Use wisely, do not disclose to anyone.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_ff17f03c,Securely update your phone number with RBL Bank Mobile Banking using OTP: 2195. Confidential code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_f54b5054,"OTP for address change on CitiBank India App: 4678. Do not share, treat as confidential.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_affed171,Your OTP for password reset is 2413. Don't share with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_e1f1f130,Account update OTP: 4632 from Axis Bank. Valid for 15 minutes only.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_f92db21d,1234 is your one-time password to update email ID on Ola Money App. Keep secure.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_0c3cf553,Change your mobile number with HDFC Bank using OTP 8529. Don't share!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_073c8789,OTP for phone number change: 2198 from Paytm. Use within 5 minutes only.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_cfb9defa,Your profile update OTP is 4671 from ICICI Bank. Keep it confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_9c233966,Update your address with SBI using OTP 9362. Never share with anyone!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_2fa83535,Reset your password with OTP 1357 on Flipkart App. Don't disclose to others.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_b6dba117,OTP for account profile change: 9821 from Yes Bank. Use within 10 minutes only.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_3bfeb4a9,Update your emergency contact with RBL Bank using OTP 6543. Keep safe!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_4c021eca,1239 is your one-time password to update security questions on Kotak Mahindra App. Secure it well.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_12393384,Account update OTP: 3789 from IDFC First Bank. Valid for limited time only.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_5b53efc9,Your phone number change OTP is 2191 from Axis Bank. Keep confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_b88331b3,OTP for password reset: 4678 from ICICI Bank. Use within 5 minutes only.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_69f7409b,Update your email ID with HDFC Bank using OTP 8520. Never share!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_f9c9b02f,Your password reset request for Kotak Mahindra Bank is complete. OTP: 1234. Don't share with anyone. Valid till midnight today.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_1c5c4ba7,"Account update for Axis Bank Mobile App initiated. New contact info requires verification code: 5678. Only use once, do not share!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_f5cf6c4c,Your email address has been updated in HDFC Bank's secure portal. Verification OTP is 9012. Keep safe and confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_02f126ce,"Phone number change request for IndusInd Bank App confirmed. Use code: 3456 to complete process. Not shareable, ever!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_4d0911a8,Your profile details update in SBI Mobile Banking is pending. Enter verification OTP: 6789. Only use once; keep confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_81279598,ICICI Bank App account info updated. New phone number requires confirmation code: 4567. Never disclose to anyone!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_732d3129,Account profile change in Bank of Baroda Mobile Banking initiated. Verification OTP is 2345. Do not share with others.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_e18b27be,Email address update request for Yes Bank App confirmed. Use code: 8901 to complete process. Keep secure and confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_2627808c,Your password reset request for IDFC First Bank Mobile App is complete. OTP: 6789. Only use once; don't share!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_4f3c7994,"Phone number change in Corporation Bank's mobile banking app requires verification code: 5678. Keep confidential, do not disclose.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_2911ae08,Kotak Mahindra Bank App account update initiated. New profile info needs confirmation OTP: 9012. Not shareable with anyone!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_c5ca34f1,Account update in RBL Bank Mobile Banking requires verification code: 3456. Only use once; keep secure.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_906aa98a,"Password reset request for Axis Bank completed. Verification OTP is 4567. Never disclose to anyone, ever!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_ebad0266,HDFC Bank App account profile change initiated. Use verification code: 6789 to complete process. Keep confidential and secure.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_cd6c454f,"IndusInd Bank Mobile Banking account update pending. Enter verification OTP: 2345. Only use once, do not share!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_193446d2,Your password reset is pending. Enter OTP: 8541. Never share with others. Valid for 15 min only.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_80d4e47b,Update your phone number via Paytm. OTP: 2198. Do not share with anyone; it's secret.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_994da30c,HDFC Bank: Profile update initiated. Use OTP 4219 within 24 hours. Don't share with others; it's confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_4ef08b28,SBI Card: Your account update is incomplete. Enter OTP: 6584. Do not disclose to anyone; it's secure.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_d5e5f85c,Update your email address via Flipkart. OTP: 1235. Valid for 10 min only. Don't share with strangers.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_7225f3b2,Bajaj Finserv: Change your password now! Use OTP: 9876 within 30 minutes. Keep it secret; don't share.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_35295fff,Amazon Pay: Your contact details update is pending. Enter OTP: 4567. Valid for 20 min only; keep secure.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_4e7b376c,Update your profile photo via Ola Money. OTP: 8321. Don't share with others; it's confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_8c729207,"Axis Bank: Password reset initiated. Use OTP: 2199 within 24 hours. Keep safe, don't share.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_bb414dd7,PhonePe: Your account update is incomplete. Enter OTP: 6543. Valid for 15 min only; keep secret.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_67fa0ad9,IndusInd Bank: Change your account details now! Use OTP: 3210 within 30 minutes. Don't share with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_8dffc327,Update your address via MakeMyTrip. OTP: 9873. Valid for 10 min only; keep confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_399e2624,"IDFC First Bank: Password reset initiated. Use OTP: 5432 within 24 hours. Keep safe, don't disclose.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_62394a34,MobiKwik: Your account update is pending. Enter OTP: 1111. Valid for 20 min only; keep secret.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_917713a7,Update your phone number via BookMyShow. OTP: 7654. Don't share with others; it's confidential.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_4d8f9158,Your Paytm account update: Password reset OTP is 2345. Use within 24 hours. Bank never asks for OTP via SMS.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_73a76071,Update your ICICI Bank profile using OTP 6789. Valid only once. Do not share with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_5da07310,Change your phone number on Paytm: OTP is 1234. Don't share it with anyone for security.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_b6a67a8f,Your HDFC Bank account update requires OTP 9012 for contact info change. Valid for a limited time only.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_4befb0f1,OTC Finance updated your email ID using OTP 5678. Ensure you confirm the change within an hour.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_90af3b8e,PayUmoney OTP 3456 confirms profile update. Don't share it with anyone; keep secure.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_78ed2caa,ICICI Bank: Your new password reset OTP is 9876. Valid only once in 24 hours. Protect your account.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_65686461,SBI Card updated your card details using OTP 5432. Use within the hour; then confirm.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_42cb9aa9,Update your phone number on HDFC Money Manager: OTP is 6789. Valid only once; don't share.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_cc6dde22,Your OTC Finance password reset OTP is 1234. Change it now and keep safe!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_f8d69aad,Paytm updated your profile info using OTP 5678. Ensure you verify the changes within an hour.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_e1098485,ICICI Bank: Your account update requires OTP 9012 for phone number change. Use within 24 hours.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_d26d370e,Change your email ID on PayUmoney with OTP 3456. Valid only once; protect your info.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_c1a8fa8a,HDFC Bank updated your contact information using OTP 5432. Confirm the changes now.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_a02b9a6a,Your SBI Card profile update needs OTP 9876 to complete. Use within an hour; then verify.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_ebfafef7,"Your new debit card details have been updated via HDFC Bank app. OTP: 1234. Secret code, share with no one.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_49e105d2,"Verify PIN change for SBI Card through YONO SBI app. OTP: 5678. Keep it safe, never share.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_d82eec20,"Account settings updated in PhonePe. OTP: 9012. For security, don't share this code with anyone.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_366cb871,"Reset your UPI PIN via Paytm app. OTP: 3456. Confidential info, keep it to yourself only.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_67d3003c,Profile updated in Axis Bank mobile banking. OTP: 8765. Do not share or reveal this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_8b497a87,"Email ID changed through Kotak Mahindra Bank NetBanking. OTP: 4321. Keep it secure, don't disclose.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_3f1d7145,Password reset for ICICI Mobile Banking app. OTP: 0987. Never share or reveal this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_69b06049,हप एज् मरलोक सतडिज गश. OTP: 7654.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_89d0a85e,"Mobile number updated in Bank of Baroda mobile banking app. OTP: 3210. Confidential, don't share with anyone.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_32913d0f,"PhonePe wallet settings updated. OTP: 5432. For security, keep this code to yourself only.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_91d4f24c,Axis Bank account linked through UPI. OTP: 6789. Don't reveal or share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_720505a2,"Kotak Mahindra Bank debit card details updated. OTP: 2345. Confidential info, keep it secure.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_fab53b00,Password reset for IDFC First Bank mobile banking app. OTP: 9013. Never share or reveal this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_3a9d0a4d,Profile changed in Axis Mobile Banking app. OTP: 4567. Do not share or disclose this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_5add9892,"Email updated through ICICI Bank NetBanking. OTP: 7653. Keep it secure, don't reveal with anyone.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_7274c2ea,"PhonePe profile settings updated. OTP: 9876. Confidential info, keep it to yourself only.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_dc57ea6b,Your password reset OTP for IDFC First Bank is 2345. Do not share with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_aa970da1,"Update your phone number on Paytm using 6789 as OTP. This code will expire soon, so act fast!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_2e1f86a0,पेर जितांस्डि: शेवा 1234. नाता इर चार ह्बे.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_9d6bd207,"Reset your HDFC Bank password with OTP 5678. This is a one-time code, so don't share it!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_11d55794,Change your email on FreeCharge using 9421 as OTP. Do not disclose to anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_c55e930c,पेर जितांस्डि: ह्बे 8765. नाता इर चार ह्बे.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_97e9a8e5,"Update your profile on Axis Bank app with OTP 3456. Valid for limited time only, so act quickly!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_26af5d8c,पेर जितांस्डि: ह्बे 1234. नाता इर चार ह्बे.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_04005c24,Change your profile picture on Yes Bank app with OTP 56789. Do not share with anyone!,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_04b9af53,"Reset your SBI Card password using OTP 23456. This is a one-time code, so keep it secret.",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_51d16431,पेर जितांस्डि: ह्बे 6789. नाता इर चार ह्बे.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_dd8d25f7,"Update your contact info on Citi Bank app with OTP 345. Valid for limited time, so hurry!",True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
synthetic_APP_ACCOUNT_CHANGE_OTP_8e179e0c,पेर जितांस्डि: ह्बे 456. नाता इर चार ह्बे.,True,APP_ACCOUNT_CHANGE_OTP,synthetic,synthetic,False
