original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing_original
synthetic_FINANCIAL_LOGIN_OTP_7c3b7e45,ICICI Direct OTP 715493 for mutual fund login. Valid 10 mins. Bank never asks for OTP. Keep secure.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_25d5e6c5,HDFC Securities: 2846 is your OTP for demat account login. Valid 5 mins. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_ca2cb572,Zerodha OTP: 539718 for trading platform login. Expires in 5 mins. Your OTP is secret - never share.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_ad4fddf8,Groww investment OTP: 6724. Valid 5 mins. Do not share. Bank never asks for OTP. Secure your portfolio.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_7ab08eb6,Upstox OTP 385092 for stock trading login. Valid 10 mins. Never share OTP with anyone for security.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_18c39792,Angel One demat login OTP: 9471. Valid 5 mins. Do not disclose. Bank never asks for OTP codes.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_d49d40e0,Kotak Securities OTP 62843 for equity trading. Valid 5 mins. Your OTP is confidential - keep safe.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_bf891320,ICICI Direct: 7395 is your OTP for mutual fund login. Valid 5 mins. Do not share with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_3ac85729,HDFC Securities OTP 582614 for stock portfolio login. Valid 10 mins. Never share OTP. Bank never asks.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_f9450dd4,Zerodha OTP 8642 for trading account login. Valid 5 mins. Do not share. Apna OTP kisi ko na batayein.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_a0658709,Your Zerodha trading login OTP is 7294. Valid for 5 mins. Do not share. Bank never asks for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_15a0e59b,Groww investment OTP: 618372 to access your portfolio. Valid 10 mins. Never share OTP. Stay secure.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_ebf22ee9,Upstox demat login OTP: 4851. Expires in 5 mins. Do not disclose. Bank never asks for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_75f1deae,"Angel One trading OTP: 92716 for equity login. Valid 7 mins. OTP rahasya hai, kisi ko na batayein.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_dbbef893,Kotak Securities: Your OTP 830295 to login to investment portal. Valid 5 mins. Do not share OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_fbe8d251,ICICI Direct: 5728 is your OTP for stocks login. Expires in 10 mins. Bank never asks for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_52d7ca55,"HDFC Securities OTP: 41963 for demat access. Valid 8 mins. OTP secret hai, share mat karein.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_0a9c6ca1,Your mutual fund login OTP on Groww is 2847. Valid 5 mins. Do not share with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_4259604a,Zerodha: 639482 is your OTP for trading platform login. Expires in 6 mins. Never share OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_e9613cc7,Upstox portfolio OTP: 7152. Valid 10 mins. Bank never asks for OTP. Keep it confidential.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_2827538c,Angel One demat login OTP: 89234. Valid 7 mins. Do not share. OTP kisi ko na dein.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_bc30461d,"Kotak Securities investment OTP: 5061 for NSE/BSE login. Valid 5 mins. OTP secret, do not disclose.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_e7764223,ICICI Direct: 374819 is your OTP for stocks portfolio access. Valid 8 mins. Never share OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_349de743,HDFC Securities trading OTP: 6283. Valid 10 mins. Bank never asks for OTP. Keep it safe.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_00174e38,Your Groww mutual fund login OTP is 94572. Valid 5 mins. Do not share. OTP rahasya rakhein.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_25272aab,Your OTP for Zerodha trading login is 7284. Valid for 5 mins. Do not share. Bank never asks for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_702bb8d5,Groww OTP: 519372 to access your investment portfolio. Valid 10 mins. Never share OTP. Stay secure.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_085ea8ba,Upstox login OTP: 846291 for demat account access. Expires in 5 mins. Do not disclose. Bank never calls for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_5d51164e,Angel One OTP 6304 for equity trading login. Valid 5 mins. Yeh OTP kisi ko na batayein. Bank kabhi nahi puchta.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_ce6bc4f8,Kotak Securities OTP: 385017 to login to your stocks portfolio. Valid 10 mins. Keep confidential. Do not share.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_a2587b0a,ICICI Direct OTP 4728 for mutual fund login. Expires in 5 mins. Bank never asks for OTP. Stay safe.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_38b74251,HDFC Securities OTP: 924635 to access trading platform. Valid 5 mins. Do not share with anyone. Secure your account.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_58c6494a,Zerodha OTP 8593 for demat login. Expires in 5 mins. OTP ko secret rakhein. Bank kabhi nahi mangta.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_25cd1251,Groww investment OTP: 704182 to view your portfolio. Valid 10 mins. Never share OTP. Bank never calls for it.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_a03885fe,Upstox OTP 2614 for broker login. Valid 5 mins. Do not disclose. Your OTP is confidential for NSE/BSE access.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_843a6508,Angel One OTP: 593720 to login to equity trading. Expires in 5 mins. Do not share. Bank never asks for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_4f9de730,Kotak Securities OTP 8374 for stocks portfolio login. Valid 5 mins. OTP kisi ko na dein. Stay secure.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_48b335dc,ICICI Direct OTP: 468291 to access mutual fund investments. Valid 10 mins. Do not share. Bank never calls for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_b495d179,HDFC Securities OTP 6259 for trading platform login. Expires in 5 mins. Keep OTP secret. Do not disclose.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_b7c0c05e,Zerodha OTP: 380475 to login to demat account. Valid 5 mins. OTP ko kisi se na share karein. Bank kabhi nahi puchta.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_a513cdea,Groww login OTP: 418263. Use for portfolio access. Valid 10 mins. Never share OTP with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_d61d8057,Upstox demat login OTP is 58217. Expires in 5 mins. Secure your stocks - do not disclose OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_9bee88f5,Angel One equity trading OTP: 9364. Valid 5 mins. Bank never asks for OTP. Keep confidential.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_44c79a8c,Kotak Securities login OTP: 704829. For investment platform access. Valid 7 mins. Do not share.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_c64f6a3b,"ICICI Direct mutual fund login OTP: 3618. Expires in 5 mins. OTP rahasya hai, kisi ko na batayein.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_93a8fac9,HDFC Securities trading OTP: 29573. Valid 5 mins for demat login. Never share OTP with broker.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_4ccd19ac,Zerodha stocks login OTP: 8426. Valid 5 mins. Apna OTP kisi ke saath share mat karein. Bank kabhi nahi maangta.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_37942787,Groww investment OTP: 618304. For portfolio login. Valid 8 mins. Do not share this secret code.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_e1f91be4,"Upstox broker login OTP: 9572. NSE/BSE access. Valid 5 mins. OTP ko private rakhein, kisi ko na dein.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_cbdc7077,Angel One demat OTP: 483291. Login for equity trading. Valid 6 mins. Bank never asks for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_c5fff036,Kotak Securities mutual fund OTP: 6374. Valid 5 mins. Do not share OTP with anyone for login.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_220eae25,ICICI Direct stocks login OTP: 820465. Expires in 5 mins. Secure your investment - OTP secret hai.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_e058f77b,HDFC Securities trading OTP: 7193. Valid 5 mins for demat access. Never disclose OTP to anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_5d347a7f,Zerodha portfolio login OTP: 394817. Valid 7 mins. Do not share. Bank kabhi OTP nahi maangta.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_66fa20f1,Your OTP for Zerodha trading platform login is 4582. Valid for 5 mins. Do not share. Bank never asks for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_6f7c3f1a,Groww OTP 739185 for investment portfolio login. Valid 10 mins. Never share OTP. Secure your stocks & mutual funds.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_1127bb74,Upstox login OTP: 6204. Use for demat account access. Valid 5 mins. Do not share with anyone. Bank never asks for OTP.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_9b317aa3,"Angel One OTP 871492 for equity trading login. Valid 7 mins. OTP rahasya hai, kisi ko na batayein. Secure your broker account.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_5f68eae0,Kotak Securities OTP 3957 for stocks portfolio login. Valid 5 mins. Do not share OTP. Bank never asks for it.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_ec0558ff,"ICICI Direct login OTP: 284619. Use for mutual fund & demat access. Valid 10 mins. OTP secret hai, share mat karein.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_bee44248,HDFC Securities OTP 5063 for trading platform login. Valid 5 mins. Never share OTP. Secure your investment portfolio.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_a7e5b088,Zerodha demat login OTP: 7284. Valid 5 mins. Do not share. Bank never asks for OTP. Protect your stocks & equity.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_93ba3d87,Groww mutual fund OTP 639017 for login. Valid 7 mins. OTP kisi ko na dein. Secure your investment on NSE/BSE.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_6276a2bb,Upstox OTP 4825 for broker platform login. Valid 5 mins. Do not share OTP. Bank never asks for it. Stocks safety first.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_604952da,Angel One trading OTP: 917263. Valid 10 mins. Never share OTP. Your demat and equity security is important.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_6da79e18,"Kotak Securities login OTP 6741 for investment portfolio. Valid 5 mins. OTP rahasya rakhein, kisi ko na batayein.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_05ecadac,ICICI Direct OTP 385092 for stocks platform login. Valid 7 mins. Do not share OTP. Bank never asks for it.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_912dce10,HDFC Securities demat OTP: 5294. Valid 5 mins. Never share OTP. Secure your mutual fund and trading account.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_8a8492fa,Zerodha equity OTP 746819 for login. Valid 10 mins. Do not share OTP. Bank never asks. Protect your investment.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_89994290,Upstox login OTP: 4827. Use for demat access. Valid 5 mins. Do not disclose. Bank never asks.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_4ed64785,"Angel One OTP 930571 for equity trading login. Valid 7 mins. OTP secret hai, kisi ko na batayein.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_033160a6,Kotak Securities: Your login OTP is 8452 for stock trading. Valid 5 mins. Do not share with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_496866b2,ICICI Direct OTP 716493 for mutual fund login. Valid 10 mins. Bank never asks for OTP. Keep secure.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_dbe751b0,HDFC Securities login OTP: 3598. Access your demat portfolio. Valid 5 mins. Do not share code.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_c3d6956d,Zerodha Kite OTP: 624817 for trading login. Valid 5 mins. OTP kisi se share na karein. Secure your stocks.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_51290cbb,Groww mutual fund login OTP: 2843. Valid 5 mins. Never share OTP. Bank never asks for it.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_4e59b2e0,Upstox OTP 759142 for demat account login. Valid 10 mins. Do not disclose. Secure your investments.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_4dd31a9d,"Angel One trading OTP: 6374. Valid 5 mins. OTP secret hai, kisi ko na dein. Broker never calls for OTP.",True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_67167fd0,Kotak Securities OTP 892615 for equity portfolio login. Valid 7 mins. Do not share. Secure your stocks.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_0b1bf146,ICICI Direct login OTP: 4719 for NSE/BSE trading. Valid 5 mins. Bank never asks for OTP. Keep confidential.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_4399f9c3,HDFC Securities OTP 56382 for demat login. Valid 10 mins. Do not share. OTP apne paas rakhain.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_3545553b,Zerodha OTP: 924716 for investment platform login. Valid 5 mins. Never share OTP. Secure your portfolio.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_06969ec2,Groww: 48192 is your OTP for investment portfolio login. Valid 10 mins. Never share OTP with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_734a5079,Upstox demat account login OTP: 836175. Valid 5 minutes. Do not share this secret code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_2419eecf,Angel One: 5729 is your OTP for equity trading platform. Valid 7 mins. Bank never asks for OTP. Stay secure.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_c125cf51,Kotak Securities: Your login OTP for stock trading is 628394. Valid 5 mins. Do not share with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
synthetic_FINANCIAL_LOGIN_OTP_8e62b61a,ICICI Direct: 8402 is your OTP for mutual fund login. Valid 10 mins. OTP ko kisi se share na karein.,True,FINANCIAL_LOGIN_OTP,synthetic,synthetic_deepseek,False
