id,sender,body,timestamp,language,is_otp,otp_intent,share_advice
bangla_smish_row_10,"আকর্ষণীয় চাকরি ও পড়াশোনা, মাসিক বেতন ২ লক্ষ+ এবং দক্ষিণ কোরিয়ায় স্থায়ী বসবাসের সুযোগ।
বিনামূল্যে টিউশন ও থাকার ব্যবস্থা।
যোগাযোগ করুন:
01720557103
01720557120
01321200716
01550402100","আকর্ষণীয় চাকরি ও পড়াশোনা, মাসিক বেতন ২ লক্ষ+ এবং দক্ষিণ কোরিয়ায় স্থায়ী বসবাসের সুযোগ।
বিনামূল্যে টিউশন ও থাকার ব্যবস্থা।
যোগাযোগ করুন:
01720557103
01720557120
01321200716
01550402100",,hi,,,
bangla_smish_row_11,"Job offar....বাড়িতে বসে রোজ ৬০০/৭০০ আর মাসে ১২০০০/২০০০০ টাকা আয় করতে পারবেন । কাজের সকল প্রমাণ দেওয়া হবে, কেউ করতে চাইলে আমাকে মেসেজ করুন।
আমাদের group এ কিছু মেম্বার নেওয়া হবে","Job offar....বাড়িতে বসে রোজ ৬০০/৭০০ আর মাসে ১২০০০/২০০০০ টাকা আয় করতে পারবেন । কাজের সকল প্রমাণ দেওয়া হবে, কেউ করতে চাইলে আমাকে মেসেজ করুন।
আমাদের group এ কিছু মেম্বার নেওয়া হবে",,hi,,,
bangla_smish_row_12,কী খাবে? মাছের কারি। তুমি কি পছন্দ করো?,কী খাবে? মাছের কারি। তুমি কি পছন্দ করো?,,hi,,,
bangla_smish_row_13,মাশরাফির সাথে একদিন কাটানোর সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। যোগ দিন: xini.eu/00Qe,মাশরাফির সাথে একদিন কাটানোর সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। যোগ দিন: xini.eu/00Qe,,hi,,,
bangla_smish_row_14,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৩৯৯,৩০দিন cutt.ly/2wQlYv6U","প্রো-লেভেল ৳১০০ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৩৯৯,৩০দিন cutt.ly/2wQlYv6U",,bn,,,
bangla_smish_row_15,"৳১০০ ক্যাশব্যাকে প্রোলেভেল ডিল-১০০জিবি@৳৬৯৮,৩০দিন cutt.ly/AwQzYxAf","৳১০০ ক্যাশব্যাকে প্রোলেভেল ডিল-১০০জিবি@৳৬৯৮,৩০দিন cutt.ly/AwQzYxAf",,bn,,,
bangla_smish_row_16,বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo,বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo,,hi,,,
bangla_smish_row_17,বিকেলে আমি বাসায় ফিরছি।,বিকেলে আমি বাসায় ফিরছি।,,hi,,,
bangla_smish_row_18,"জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳","জানুয়ারী-২৪
রিচার্জ:0৳
খরচ:
ডেটা:0৳
ভয়েস:23৳
অন্যান্য:1৳",,bn,,,
bangla_smish_row_19,"হাই, কি তুমি?","হাই, কি তুমি?",,bn,,,
bangla_smish_row_20,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0","৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",,bn,,,
bangla_smish_row_21,কৃষকদের জন্য সরকার দিচ্ছে পঞ্চাশ হাজার টাকা পর্যন্ত ভর্তুকি। ভর্তুকি পেতে এখনই যোগাযোগ করুন ০১৫৩৮২৭২৭৩৪,কৃষকদের জন্য সরকার দিচ্ছে পঞ্চাশ হাজার টাকা পর্যন্ত ভর্তুকি। ভর্তুকি পেতে এখনই যোগাযোগ করুন ০১৫৩৮২৭২৭৩৪,,hi,,,
bangla_smish_row_22,দারুণ খবর! আমাদের ভ্রমণ প্যাকেজে ৭০% ডিসকাউন্ট! দ্রুত বুকিং করুন এই নম্বরে :01317235293,দারুণ খবর! আমাদের ভ্রমণ প্যাকেজে ৭০% ডিসকাউন্ট! দ্রুত বুকিং করুন এই নম্বরে :01317235293,,bn,,,
bangla_smish_row_23,কঠোর পরিশ্রমই সাফল্যের চাবিকাঠি।,কঠোর পরিশ্রমই সাফল্যের চাবিকাঠি।,,hi,,,
bangla_smish_row_24,আসসালামুয়ালাইকুম।,আসসালামুয়ালাইকুম।,,hi,,,
bangla_smish_row_25,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।","বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।",,hi,,,
bangla_smish_row_26,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U","৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U",,bn,,,
bangla_smish_row_27,বৃষ্টি না থাকলে খুব গরম হয়।,বৃষ্টি না থাকলে খুব গরম হয়।,,hi,,,
bangla_smish_row_28,"তুমি একা নও, আমি আছি।","তুমি একা নও, আমি আছি।",,hi,,,
bangla_smish_row_29,থ্যালাসেমিয়া রোগ  থেকে বাঁচতে বিয়ের আগে রক্ত পরীক্ষা করিয়ে নিন । রোগী ও বাহক কিংবা বাহকে বাহকে বিয়ে নয়-বাংলাদেশ থ্যালাসেমিয়া সমিতি।,থ্যালাসেমিয়া রোগ  থেকে বাঁচতে বিয়ের আগে রক্ত পরীক্ষা করিয়ে নিন । রোগী ও বাহক কিংবা বাহকে বাহকে বিয়ে নয়-বাংলাদেশ থ্যালাসেমিয়া সমিতি।,,hi,,,
bangla_smish_row_30,"“দুস্থ ও মানবতায় সেবায় আঞ্জুমান মুফিদুল ইসলামকে আপনার যাকাত ও সাদাকা দান করুন।
বিকাশ ও নগদ ০১৩১৮২৪২৯৯৯ রকেটবিলার-২৯৪৬
শাহজালাল ব্যাংক ৪০১৮১২১০০০০২৪০৯ (যাকাত) এবং ৪০১৮১৩১০০০০০২৭৬ (সাদাকা)","“দুস্থ ও মানবতায় সেবায় আঞ্জুমান মুফিদুল ইসলামকে আপনার যাকাত ও সাদাকা দান করুন।
বিকাশ ও নগদ ০১৩১৮২৪২৯৯৯ রকেটবিলার-২৯৪৬
শাহজালাল ব্যাংক ৪০১৮১২১০০০০২৪০৯ (যাকাত) এবং ৪০১৮১৩১০০০০০২৭৬ (সাদাকা)",,hi,,,
bangla_smish_row_31,"যারা ফ্রিতে ইনকাম করতে চান শুধু তারা আমাদের টেলিগ্রাম লিংক এ ডুকে কাজ শুরু করে দেন
https://t.me/Referincomebd4536_bot?start=r02800826975","যারা ফ্রিতে ইনকাম করতে চান শুধু তারা আমাদের টেলিগ্রাম লিংক এ ডুকে কাজ শুরু করে দেন
https://t.me/Referincomebd4536_bot?start=r02800826975",,bn,,,
bangla_smish_row_32,"আজই শেষ দিন!৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0","আজই শেষ দিন!৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",,bn,,,
bangla_smish_row_33,তুমি কি বাসে যাচ্ছো?,তুমি কি বাসে যাচ্ছো?,,bn,,,
bangla_smish_row_34,আপনার প্রোফাইল আপডেট করা হয়েছে। কোন সমস্যা হলে এই নাম্বারে ০১৭৮৯৭৬৫৪৩২১ কল করুন।,আপনার প্রোফাইল আপডেট করা হয়েছে। কোন সমস্যা হলে এই নাম্বারে ০১৭৮৯৭৬৫৪৩২১ কল করুন।,,hi,,,
bangla_smish_row_35,"৮০মিনিট মাত্র ৫৯টাকা (৫দিন), নিতে ডায়াল করুন *১২১*৪২০৫#","৮০মিনিট মাত্র ৫৯টাকা (৫দিন), নিতে ডায়াল করুন *১২১*৪২০৫#",,bn,,,
bangla_smish_row_36,"ক্ষমতা হলো সূর্যের আলোর মতো, তাতে কেউ আলোকিত হয় আবার কেউ পুড়ে শেষ হয়ে যায়।","ক্ষমতা হলো সূর্যের আলোর মতো, তাতে কেউ আলোকিত হয় আবার কেউ পুড়ে শেষ হয়ে যায়।",,hi,,,
bangla_smish_row_37,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF","আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF",,bn,,,
bangla_smish_row_38,সপ্তাহে 5100 টাকা ইনকাম করতে পারবেন।বাড়িতে বসে ছাত্রী/গৃহিনীদের কাজের ব্যাবস্থা করা হয়েছে।কাজ করতে  চাইলে hi পাঠান।,সপ্তাহে 5100 টাকা ইনকাম করতে পারবেন।বাড়িতে বসে ছাত্রী/গৃহিনীদের কাজের ব্যাবস্থা করা হয়েছে।কাজ করতে  চাইলে hi পাঠান।,,hi,,,
bangla_smish_row_39,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন,,bn,,,
bangla_smish_row_40,আজকের স্পেশাল: সব বইয়ে ১৫% ছাড়। দেরি না করে এখনই অর্ডার করুন।,আজকের স্পেশাল: সব বইয়ে ১৫% ছাড়। দেরি না করে এখনই অর্ডার করুন।,,hi,,,
bangla_smish_row_41,তোমাদের দিন কেমন কাটছে?,তোমাদের দিন কেমন কাটছে?,,bn,,,
bangla_smish_row_42,"৩,২০০ টাকা বিনিয়োগে দ্বিগুণ লাভ! কল করুন: +8801915566778","৩,২০০ টাকা বিনিয়োগে দ্বিগুণ লাভ! কল করুন: +8801915566778",,bn,,,
bangla_smish_row_43,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801812122134,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801812122134,,hi,,,
bangla_smish_row_44,আপনার ক্রেডিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [securecreditcard.com/UpdateBD],আপনার ক্রেডিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [securecreditcard.com/UpdateBD],,hi,,,
bangla_smish_row_45,"হ্যাঁ, আমাদের সময় লাগছিল","হ্যাঁ, আমাদের সময় লাগছিল",,bn,,,
bangla_smish_row_46,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।,,hi,,,
bangla_smish_row_47,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo","৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo",,hi,,,
bangla_smish_row_48,"হ্যাপি নিউ ইয়ার - ২০২৪
স্মার্ট ব্যাংকিং সেবায় সোনালী ব্যাংক
সর্বদাই আপনার পাশে
মোঃ আফজাল করিম
সিইও এন্ড এমডি","হ্যাপি নিউ ইয়ার - ২০২৪
স্মার্ট ব্যাংকিং সেবায় সোনালী ব্যাংক
সর্বদাই আপনার পাশে
মোঃ আফজাল করিম
সিইও এন্ড এমডি",,bn,,,
bangla_smish_row_49,"আপনার পেমেন্ট বাকি ৮০০/- টাকা, দ্রুত পরিশোধ করুন।","আপনার পেমেন্ট বাকি ৮০০/- টাকা, দ্রুত পরিশোধ করুন।",,hi,,,
bangla_smish_row_50,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0","৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0",,bn,,,
bangla_smish_row_51,ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং একটি বিলাসবহুল হোটেল বুকিং জিতুন। ক্লিক করুন: super1000.info/docs,ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং একটি বিলাসবহুল হোটেল বুকিং জিতুন। ক্লিক করুন: super1000.info/docs,,hi,,,
bangla_smish_row_52,তোমার প্রিয় বই কোনটি? সাইকেলোপেডিয়া। তুমি?,তোমার প্রিয় বই কোনটি? সাইকেলোপেডিয়া। তুমি?,,hi,,,
bangla_smish_row_53,এই যা আমি একটি সমাধান দেওয়া হয় যে সমাধান দিতে হবে।,এই যা আমি একটি সমাধান দেওয়া হয় যে সমাধান দিতে হবে।,,hi,,,
bangla_smish_row_54,"প্রিয় দেশবাসি ! (COVID-19)
করনা ভাইরাস এর জন্য
2,500 টাকা সরকারী
শুনুদান দেওয়া হবে।
টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ-01810559231","প্রিয় দেশবাসি ! (COVID-19)
করনা ভাইরাস এর জন্য
2,500 টাকা সরকারী
শুনুদান দেওয়া হবে।
টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ-01810559231",,hi,,,
bangla_smish_row_55,শুধু আজকে ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: cutt.ly/hwltB5hC,শুধু আজকে ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: cutt.ly/hwltB5hC,,bn,,,
bangla_smish_row_56,"Assalamualikum! 

Apni Ki Barite Boshe Kono Taka Investment Na Kore Taka Income Korte Can? 
Tahole Amader Bot E Kaj korun.  Amader Bot E Apni Kono Investment Chara Income Korte Parben 

Bot Link :- https://t.me/free_online_income_24bot","Assalamualikum! 

Apni Ki Barite Boshe Kono Taka Investment Na Kore Taka Income Korte Can? 
Tahole Amader Bot E Kaj korun.  Amader Bot E Apni Kono Investment Chara Income Korte Parben 

Bot Link :- https://t.me/free_online_income_24bot",,en,,,
bangla_smish_row_57,বিদ্যুতের চালার প্রয়োগ করা হয়।,বিদ্যুতের চালার প্রয়োগ করা হয়।,,hi,,,
bangla_smish_row_58,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: http://bit.ly/CardUpdate,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: http://bit.ly/CardUpdate,,hi,,,
bangla_smish_row_59,শুভ নববর্ষের অভিনন্দন!,শুভ নববর্ষের অভিনন্দন!,,bn,,,
bangla_smish_row_60,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।","বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।",,hi,,,
bangla_smish_row_61,কঠোর পরিশ্রমই সাফল্যের পথ।,কঠোর পরিশ্রমই সাফল্যের পথ।,,hi,,,
bangla_smish_row_62,"সব ঠিক হয়ে যাবে, সাহস রেখো।","সব ঠিক হয়ে যাবে, সাহস রেখো।",,hi,,,
bangla_smish_row_63,"তুমি অনেক শক্তিশালী, সাহস রেখো।","তুমি অনেক শক্তিশালী, সাহস রেখো।",,hi,,,
bangla_smish_row_64,০১৯২৭২৮২৮৯৩ এই নাম্বারে দ্রুত টাকা পাঠাও।,০১৯২৭২৮২৮৯৩ এই নাম্বারে দ্রুত টাকা পাঠাও।,,hi,,,
bangla_smish_row_65,আপনার ক্রেডিট কার্ডের বিল পেমেন্ট মিস হয়েছে। এখানে ক্লিক করে পেমেন্ট করুন: http://bit.ly/PayBill,আপনার ক্রেডিট কার্ডের বিল পেমেন্ট মিস হয়েছে। এখানে ক্লিক করে পেমেন্ট করুন: http://bit.ly/PayBill,,hi,,,
bangla_smish_row_66,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন,,bn,,,
bangla_smish_row_67,"প্রিয় গ্রাহক আপনার
বিদ্যুৎ সংযোগ বিচ্ছিন্ন করা হবে
আজ রাত ১০.৩০ মিনিটে
থেকে
বিদ্যুৎ অফিস।
কারণ আপনার
আগের মাসের বিল ছিল না
আপডেট অবিলম্বে দয়া করে
আমাদের সাথে যোগাযোগ করুন
বিদ্যুৎ কর্মকর্তা
8886341093 ধন্যবাদ","প্রিয় গ্রাহক আপনার
বিদ্যুৎ সংযোগ বিচ্ছিন্ন করা হবে
আজ রাত ১০.৩০ মিনিটে
থেকে
বিদ্যুৎ অফিস।
কারণ আপনার
আগের মাসের বিল ছিল না
আপডেট অবিলম্বে দয়া করে
আমাদের সাথে যোগাযোগ করুন
বিদ্যুৎ কর্মকর্তা
4413515056 ধন্যবাদ",,hi,,,
bangla_smish_row_68,তুমি কেমন আছো? আমি ভালো আছি। তুমি কেমন আছো?,তুমি কেমন আছো? আমি ভালো আছি। তুমি কেমন আছো?,,hi,,,
bangla_smish_row_69,"প্রিয় গ্রাহক, আপনার কার্ডের তথ্য আপডেট করতে হবে। দয়া করে দ্রুত নিচের নম্বরে কল করুন এবং আপনার পিন নাম্বারটি বলুন। যোগাযোগের নম্বর: ০১৩৪৫৬৭৮৯৫৬","প্রিয় গ্রাহক, আপনার কার্ডের তথ্য আপডেট করতে হবে। দয়া করে দ্রুত নিচের নম্বরে কল করুন এবং আপনার পিন নাম্বারটি বলুন। যোগাযোগের নম্বর: ০১৩৪৫৬৭৮৯৫৬",,hi,,,
bangla_smish_row_70,শুভ লক্ষ্মী পূজা!,শুভ লক্ষ্মী পূজা!,,bn,,,
bangla_smish_row_71,"শেখ হাসিনা সরকারের সাফল্য: 
কৃষকবান্ধব সরকার সারের মূল্য কমিয়ে টিএসপি ৮০ টাকা থেকে ২৭ টাকা, ডিএপি ৯০ টাকা থেকে ২১ টাকা এবং এমওপি ৭০ টাকা থেকে ২০ টাকা করা হয়।","শেখ হাসিনা সরকারের সাফল্য: 
কৃষকবান্ধব সরকার সারের মূল্য কমিয়ে টিএসপি ৮০ টাকা থেকে ২৭ টাকা, ডিএপি ৯০ টাকা থেকে ২১ টাকা এবং এমওপি ৭০ টাকা থেকে ২০ টাকা করা হয়।",,hi,,,
bangla_smish_row_72,অভিনন্দন! সরকারী স্বাস্থ্য ক্যাম্পেইনের অংশ হিসেবে আপনাকে বিনামূল্যে স্বাস্থ্য পরীক্ষার জন্য নির্বাচিত করা হয়েছে। আজই নিকটবর্তী স্বাস্থ্যকেন্দ্রে যোগাযোগ করুন এবং আবেদন করার জন্য নিচের লিঙ্কে ক্লিক করুন।,অভিনন্দন! সরকারী স্বাস্থ্য ক্যাম্পেইনের অংশ হিসেবে আপনাকে বিনামূল্যে স্বাস্থ্য পরীক্ষার জন্য নির্বাচিত করা হয়েছে। আজই নিকটবর্তী স্বাস্থ্যকেন্দ্রে যোগাযোগ করুন এবং আবেদন করার জন্য নিচের লিঙ্কে ক্লিক করুন।,,hi,,,
bangla_smish_row_73,ঈদের পরিবর্তে শুভ নববর্ষ!,ঈদের পরিবর্তে শুভ নববর্ষ!,,bn,,,
bangla_smish_row_74,কেমন চলছে তোমার দিন?,কেমন চলছে তোমার দিন?,,bn,,,
bangla_smish_row_75,আপনি কি করতে পারেন?,আপনি কি করতে পারেন?,,bn,,,
bangla_smish_row_76,"আয় করুন 
https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de","আয় করুন 
https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de",,bn,,,
bangla_smish_row_77,তুমি এখন কোথায়?,তুমি এখন কোথায়?,,bn,,,
bangla_smish_row_78,আপনার অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ দেখা গেছে। এখানে লগইন করুন: [secureme.com/ActivityBD],আপনার অ্যাকাউন্টে অস্বাভাবিক কার্যকলাপ দেখা গেছে। এখানে লগইন করুন: [secureme.com/ActivityBD],,hi,,,
bangla_smish_row_79,"Dear Customer,

আপনার ইনকাম ট্যাক্স রিফান্ড অনুমোদিত হয়েছে মোট Rs 62,278/-, এই পরিমাণটি শীঘ্রই ক্রেডিট হবে। দয়া করে আপনার একাউন্ট নম্বর 5XXXXXXXXXX755 যাচাই করুন। যদি এটি ভুল হয়, তাহলে নীচের লিঙ্কে ক্লিক করে আপডেট করুন আপনার ব্যাংক একাউন্ট তথ্য।

লিঙ্ক: [https://bit.ly/20wpYK6](https://bit.ly/20wpYK6)

ধন্যবাদ।","Dear Customer,

আপনার ইনকাম ট্যাক্স রিফান্ড অনুমোদিত হয়েছে মোট Rs 32,357/-, এই পরিমাণটি শীঘ্রই ক্রেডিট হবে। দয়া করে আপনার একাউন্ট নম্বর 5XXXXXXXXXX755 যাচাই করুন। যদি এটি ভুল হয়, তাহলে নীচের লিঙ্কে ক্লিক করে আপডেট করুন আপনার ব্যাংক একাউন্ট তথ্য।

লিঙ্ক: [https://bit.ly/20wpYK6](https://bit.ly/20wpYK6)

ধন্যবাদ।",,hi,,,
bangla_smish_row_80,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801812233445,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801812233445,,bn,,,
bangla_smish_row_81,বিকাশ অ্যাপ এ ২ জুন থেকে 'মাই চ্যালেঞ্জ' আইকন দেখতে না পেলেও বিকাশ এর অফার উপভোগ করে ক্যাশব্যাক পাবেন। বিকাশ অ্যাপ এর সাথেই থাকুন।,বিকাশ অ্যাপ এ ২ জুন থেকে 'মাই চ্যালেঞ্জ' আইকন দেখতে না পেলেও বিকাশ এর অফার উপভোগ করে ক্যাশব্যাক পাবেন। বিকাশ অ্যাপ এর সাথেই থাকুন।,,hi,,,
bangla_smish_row_82,"নগদ থেকে গ্রামীণফোন নম্বরে ৩৮ টাকা রিচার্জে ৩৮ টাকা ক্যাশব্যাক! (প্রতি মিনিটে ১ম জন, বিকাল ৪টা - রাত ৯টা, ১০ মার্চ ২০২৪ পর্যন্ত)। সাথে পাচ্ছেন ১ জিবি, মেয়াদ ২৪ ঘণ্টা। বিস্তারিত- 16167","নগদ থেকে গ্রামীণফোন নম্বরে ৩৮ টাকা রিচার্জে ৩৮ টাকা ক্যাশব্যাক! (প্রতি মিনিটে ১ম জন, বিকাল ৪টা - রাত ৯টা, ১০ মার্চ ২০২৪ পর্যন্ত)। সাথে পাচ্ছেন ১ জিবি, মেয়াদ ২৪ ঘণ্টা। বিস্তারিত- 16167",,hi,,,
bangla_smish_row_83,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৩৯৯,৩০দিন cutt.ly/2wQlYv6U","প্রো-লেভেল ৳১০০ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৩৯৯,৩০দিন cutt.ly/2wQlYv6U",,bn,,,
bangla_smish_row_84,"""আপনার ATM কার্ড ব্লক করা হয়েছে। পুনরায় সক্রিয় করতে এই নম্বরে আপনার কার্ড নম্বর পাঠান: 3361007578""","""আপনার ATM কার্ড ব্লক করা হয়েছে। পুনরায় সক্রিয় করতে এই নম্বরে আপনার কার্ড নম্বর পাঠান: 9712559012""",,hi,,,
bangla_smish_row_85,"৩০জিবি@৩৮৯৳,৩০দিন প্যাক কিনে পাও ""ডানকি"" মুভি টিকেট: cutt.ly/SwFqDlAs","৩০জিবি@৩৮৯৳,৩০দিন প্যাক কিনে পাও ""ডানকি"" মুভি টিকেট: cutt.ly/SwFqDlAs",,bn,,,
bangla_smish_row_86,"০১৮২৭৩৯২৮৭১ এই নাম্বারে কল করুন, টাকা দরকার।","০১৮২৭৩৯২৮৭১ এই নাম্বারে কল করুন, টাকা দরকার।",,hi,,,
bangla_smish_row_87,ক্রিপ্টো বিনিয়োগে লাভবান হন! আজই শুরু করুন: http://bit.ly/CryptoInvest,ক্রিপ্টো বিনিয়োগে লাভবান হন! আজই শুরু করুন: http://bit.ly/CryptoInvest,,bn,,,
bangla_smish_row_88,https://t.me/Referincomebd4536_bot?start=r02033156815আপনারা যারা যারা দৈনিক ১০০ থেকে ২০০ টাকা ইনকাম করতে চান তাহলে এই লিংকে ক্লিক করে টেলিগ্রাম এ চলে যান 💸💵,https://t.me/Referincomebd4536_bot?start=r02033156815আপনারা যারা যারা দৈনিক ১০০ থেকে ২০০ টাকা ইনকাম করতে চান তাহলে এই লিংকে ক্লিক করে টেলিগ্রাম এ চলে যান 💸💵,,bn,,,
bangla_smish_row_89,"হাই, আমি এখানে।","হাই, আমি এখানে।",,hi,,,
bangla_smish_row_90,কি খেতে চাও?,কি খেতে চাও?,,bn,,,
bangla_smish_row_91,"প্রো-লেভেল আড্ডা+ইন্টারনেটিং-১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF","প্রো-লেভেল আড্ডা+ইন্টারনেটিং-১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF",,bn,,,
