id,sender,body,timestamp,language,is_otp,otp_intent,share_advice
balanced_spam_dataset_row_68,comes did hear new stuff,comes did hear new stuff,,en,,,
balanced_spam_dataset_row_69,end month plane,end month plane,,en,,,
balanced_spam_dataset_row_70,hee lucky man money save wah,hee lucky man money save wah,,en,,,
balanced_spam_dataset_row_71,class finished,class finished,,en,,,
balanced_spam_dataset_row_72,babe hi home im wanna xx,babe hi home im wanna xx,,en,,,
balanced_spam_dataset_row_73,did,did,,en,,,
balanced_spam_dataset_row_74,nan,nan,,en,,,
balanced_spam_dataset_row_75,free machan waiting,free machan waiting,,en,,,
balanced_spam_dataset_row_76,cool respect thats treat,cool respect thats treat,,en,,,
balanced_spam_dataset_row_77,like pa,like pa,,en,,,
balanced_spam_dataset_row_78,does gt lt,does gt lt,,en,,,
balanced_spam_dataset_row_79,job looking ta,job looking ta,,en,,,
balanced_spam_dataset_row_80,later ll sorry,later ll sorry,,en,,,
balanced_spam_dataset_row_81,ah did just,ah did just,,en,,,
balanced_spam_dataset_row_82,hi home ok way,hi home ok way,,en,,,
balanced_spam_dataset_row_83,man place,man place,,en,,,
balanced_spam_dataset_row_84,stop yup,stop yup,,en,,,
balanced_spam_dataset_row_85,don later network sms urgnt,don later network sms urgnt,,en,,,
balanced_spam_dataset_row_86,getting need real tickets used yo,getting need real tickets used yo,,en,,,
balanced_spam_dataset_row_87,bed came cash coins double gotta make pain send started yes,bed came cash coins double gotta make pain send started yes,,en,,,
balanced_spam_dataset_row_88,babe really tonight,babe really tonight,,en,,,
balanced_spam_dataset_row_89,come download free il kano ur wen,come download free il kano ur wen,,en,,,
balanced_spam_dataset_row_90,catch close don stand tho yeah,catch close don stand tho yeah,,en,,,
balanced_spam_dataset_row_91,afternoon haven late means meet night ok pain sorry spent time,afternoon haven late means meet night ok pain sorry spent time,,en,,,
balanced_spam_dataset_row_92,becoz hurts like loves pain pleasure rain smile smiling trouble,becoz hurts like loves pain pleasure rain smile smiling trouble,,en,,,
balanced_spam_dataset_row_93,0800 1000 10am 5000 9pm cash customer guaranteed prize representative service won,0800 1000 10am 5000 9pm cash customer guaranteed prize representative service won,,en,,,
balanced_spam_dataset_row_94,530 afternoon buy check finish got havent later planning work,530 afternoon buy check finish got havent later planning work,,en,,,
balanced_spam_dataset_row_95,fml free password ringtone simply text waiting,fml free password ringtone simply text waiting,,en,,,
balanced_spam_dataset_row_96,abt movie wat watching,abt movie wat watching,,en,,,
balanced_spam_dataset_row_97,finish loads pay,finish loads pay,,en,,,
balanced_spam_dataset_row_98,appointment bit cause does forgot hi hols home need ok prob run shower wk yes,appointment bit cause does forgot hi hols home need ok prob run shower wk yes,,en,,,
balanced_spam_dataset_row_99,anymore don say text,anymore don say text,,en,,,
balanced_spam_dataset_row_100,ave legal long okay pick price ur wen xx,ave legal long okay pick price ur wen xx,,en,,,
balanced_spam_dataset_row_101,buy car driving gone looking test,buy car driving gone looking test,,en,,,
balanced_spam_dataset_row_102,callers callertune copy friends melle oru press request set,callers callertune copy friends melle oru press request set,,en,,,
balanced_spam_dataset_row_103,boston changed cuz didn gave guess mean men nyc page right says search wow,boston changed cuz didn gave guess mean men nyc page right says search wow,,en,,,
balanced_spam_dataset_row_104,dear life lot love umma,dear life lot love umma,,en,,,
balanced_spam_dataset_row_105,birthday lot making thanks truly wishes,birthday lot making thanks truly wishes,,en,,,
balanced_spam_dataset_row_106,aight cash hit ll,aight cash hit ll,,en,,,
balanced_spam_dataset_row_107,address computer considering isn test,address computer considering isn test,,en,,,
balanced_spam_dataset_row_108,better jokes know like mom old people play,better jokes know like mom old people play,,en,,,
balanced_spam_dataset_row_109,busy dont guess worry,busy dont guess worry,,en,,,
balanced_spam_dataset_row_110,research,research,,en,,,
balanced_spam_dataset_row_111,dinner going msg,dinner going msg,,en,,,
balanced_spam_dataset_row_112,cos dun like mah new ok said scared things try wif,cos dun like mah new ok said scared things try wif,,en,,,
balanced_spam_dataset_row_113,1000 12hrs 001ppm claim code contact draw guaranteed prize shows trying valid weekends won,1000 12hrs 527ppm claim code contact draw guaranteed prize shows trying valid weekends won,,en,,,
balanced_spam_dataset_row_114,eatin fine haha happened juz special tt ur weight,eatin fine haha happened juz special tt ur weight,,en,,,
balanced_spam_dataset_row_115,apartment askd boss cabin day entered felt happy invited lunch pa said special went,apartment askd boss cabin day entered felt happy invited lunch pa said special went,,en,,,
balanced_spam_dataset_row_116,1000 18 claim flights holiday live min operator receive selected speak specially winner,1000 18 claim flights holiday live min operator receive selected speak specially winner,,en,,,
balanced_spam_dataset_row_117,egg friday needed speak yes,egg friday needed speak yes,,en,,,
balanced_spam_dataset_row_118,buy directly food hmm informed just paying pls school uncle,buy directly food hmm informed just paying pls school uncle,,en,,,
balanced_spam_dataset_row_119,2004 786 account bonus claim code expires identifier points private shows statement unredeemed,2004 786 account bonus claim code expires identifier points private shows statement unredeemed,,en,,,
balanced_spam_dataset_row_120,03 150ppm 2000 awarded bonus caller contact final landline mobile prize try urgent,03 150ppm 2000 awarded bonus caller contact final landline mobile prize try urgent,,en,,,
balanced_spam_dataset_row_121,address new,address new,,en,,,
balanced_spam_dataset_row_122,08712300220 350 app award claim code ending match numbers quoting rates receive selected standard todays voda,08712300220 350 app award claim code ending match numbers quoting rates receive selected standard todays voda,,en,,,
balanced_spam_dataset_row_123,12 going mu today,12 going mu today,,en,,,
balanced_spam_dataset_row_124,buying finish ll time wat,buying finish ll time wat,,en,,,
balanced_spam_dataset_row_125,good stuff,good stuff,,en,,,
balanced_spam_dataset_row_126,bother dont hasn just know money place sending sent shouldn text yetunde,bother dont hasn just know money place sending sent shouldn text yetunde,,en,,,
balanced_spam_dataset_row_127,room,room,,en,,,
balanced_spam_dataset_row_128,bak del girl hey hope long time,bak del girl hey hope long time,,en,,,
balanced_spam_dataset_row_129,cost does,cost does,,en,,,
balanced_spam_dataset_row_130,home,home,,en,,,
balanced_spam_dataset_row_131,dear pls,dear pls,,en,,,
balanced_spam_dataset_row_132,answer question,answer question,,en,,,
balanced_spam_dataset_row_133,50 82277 ansr country dvd know player quiz sony sp sunshine txt tyrone win wkly,50 82277 ansr country dvd know player quiz sony sp sunshine txt tyrone win wkly,,en,,,
balanced_spam_dataset_row_134,150p bt direct dogging ec2a join laid largest locations mob msg network nt real sent tonight txting uk ur want,150p bt direct dogging ec2a join laid largest locations mob msg network nt real sent tonight txting uk ur want,,en,,,
balanced_spam_dataset_row_135,com haf yijue,com haf yijue,,en,,,
balanced_spam_dataset_row_136,meet,meet,,en,,,
balanced_spam_dataset_row_137,activities befor check rooms,activities befor check rooms,,en,,,
balanced_spam_dataset_row_138,age chat free ll msgs network services text try yr,age chat free ll msgs network services text try yr,,en,,,
balanced_spam_dataset_row_139,forgot got lazy lect like nice saw type,forgot got lazy lect like nice saw type,,en,,,
balanced_spam_dataset_row_140,text way,text way,,en,,,
balanced_spam_dataset_row_141,mail sir waiting,mail sir waiting,,en,,,
balanced_spam_dataset_row_142,biggest coz doing gud little lovable ni8 persons swt things thought tired,biggest coz doing gud little lovable ni8 persons swt things thought tired,,en,,,
balanced_spam_dataset_row_143,know open pls,know open pls,,en,,,
balanced_spam_dataset_row_144,ya yes,ya yes,,en,,,
balanced_spam_dataset_row_145,class taking whats,class taking whats,,en,,,
balanced_spam_dataset_row_146,end freemsg haven hear live local luv msg netcollex replied reply sexy stop text,end freemsg haven hear live local luv msg netcollex replied reply sexy stop text,,en,,,
balanced_spam_dataset_row_147,begin check hard life pls pray qatar,begin check hard life pls pray qatar,,en,,,
balanced_spam_dataset_row_148,contact deleted,contact deleted,,en,,,
balanced_spam_dataset_row_149,got job,got job,,en,,,
balanced_spam_dataset_row_150,wine,wine,,en,,,
balanced_spam_dataset_row_151,better cine cos mah need thk yup,better cine cos mah need thk yup,,en,,,
balanced_spam_dataset_row_152,ok reply ur,ok reply ur,,en,,,
balanced_spam_dataset_row_153,callers callertune copy friends melle oru press request set,callers callertune copy friends melle oru press request set,,en,,,
balanced_spam_dataset_row_154,comes dream guess half joy just like ll lots open rain shirt shows things time tv world,comes dream guess half joy just like ll lots open rain shirt shows things time tv world,,en,,,
balanced_spam_dataset_row_155,work,work,,en,,,
balanced_spam_dataset_row_156,house leaving,house leaving,,en,,,
balanced_spam_dataset_row_157,boy did doing good happy hello interview love missing think today,boy did doing good happy hello interview love missing think today,,en,,,
balanced_spam_dataset_row_158,arrange customer delivery new service waiting years,arrange customer delivery new service waiting years,,en,,,
balanced_spam_dataset_row_159,1000 cash claim flights holiday live operator receive selected speak specially winner,1000 cash claim flights holiday live operator receive selected speak specially winner,,en,,,
balanced_spam_dataset_row_160,life miss need real safe,life miss need real safe,,en,,,
balanced_spam_dataset_row_161,car hand house job new parents,car hand house job new parents,,en,,,
balanced_spam_dataset_row_162,day happy love make spend,day happy love make spend,,en,,,
balanced_spam_dataset_row_163,434 62468 ac friend frnd inviting pls reply send sms stop www yes,434 62468 ac friend frnd inviting pls reply send sms stop www yes,,en,,,
balanced_spam_dataset_row_164,content download goto internet menu mobile msg order receive service tv ur wap way,content download goto internet menu mobile msg order receive service tv ur wap way,,en,,,
balanced_spam_dataset_row_165,place points ur,place points ur,,en,,,
balanced_spam_dataset_row_166,12hrs 689 claim code contact draw guaranteed prize shows trying urgent valid weekends won,12hrs 141 claim code contact draw guaranteed prize shows trying urgent valid weekends won,,en,,,
balanced_spam_dataset_row_167,best frnd hi way wit,best frnd hi way wit,,en,,,
balanced_spam_dataset_row_168,escape fancy great needs tomo,escape fancy great needs tomo,,en,,,
balanced_spam_dataset_row_169,completely waste yes,completely waste yes,,en,,,
balanced_spam_dataset_row_170,account address bank need sir,account address bank need sir,,en,,,
balanced_spam_dataset_row_171,abt ard discuss free got hmmm hop liao muz sure thk time ya,abt ard discuss free got hmmm hop liao muz sure thk time ya,,en,,,
balanced_spam_dataset_row_172,coming later time,coming later time,,en,,,
balanced_spam_dataset_row_173,believe bloody forgot hell ill mr,believe bloody forgot hell ill mr,,en,,,
balanced_spam_dataset_row_174,bath fine finish gonna good night,bath fine finish gonna good night,,en,,,
balanced_spam_dataset_row_175,carlos got know let make money ve,carlos got know let make money ve,,en,,,
balanced_spam_dataset_row_176,going,going,,en,,,
balanced_spam_dataset_row_177,ahead feel free friends gt lt smoke staying til turns won worth,ahead feel free friends gt lt smoke staying til turns won worth,,en,,,
balanced_spam_dataset_row_178,doesnt know let log reply text,doesnt know let log reply text,,en,,,
balanced_spam_dataset_row_179,experience free hi just know like reply spoke yes,experience free hi just know like reply spoke yes,,en,,,
balanced_spam_dataset_row_180,anyways end especially gr8 hurts money month need offer studying weekend,anyways end especially gr8 hurts money month need offer studying weekend,,en,,,
balanced_spam_dataset_row_181,lol trust,lol trust,,en,,,
balanced_spam_dataset_row_182,ok respect treat,ok respect treat,,en,,,
balanced_spam_dataset_row_183,close guys,close guys,,en,,,
balanced_spam_dataset_row_184,bye going great,bye going great,,en,,,
balanced_spam_dataset_row_185,boytoy does getting hello job lazy miss mummy net working,boytoy does getting hello job lazy miss mummy net working,,en,,,
balanced_spam_dataset_row_186,awesome haha minute,awesome haha minute,,en,,,
balanced_spam_dataset_row_187,0808 1000 11pm 145 4742 5000 9am cash customer freephone guaranteed prize representative service won,0808 1000 11pm 145 4742 5000 9am cash customer freephone guaranteed prize representative service won,,en,,,
balanced_spam_dataset_row_188,got radio times xmas,got radio times xmas,,en,,,
balanced_spam_dataset_row_189,bathe home jus net reached sis tell using,bathe home jus net reached sis tell using,,en,,,
balanced_spam_dataset_row_190,uk unique www,uk unique www,,en,,,
balanced_spam_dataset_row_191,cost deal dont friend great joined mean people personal sorry times touch ve week,cost deal dont friend great joined mean people personal sorry times touch ve week,,en,,,
balanced_spam_dataset_row_192,course finally hi,course finally hi,,en,,,
balanced_spam_dataset_row_193,able stop,able stop,,en,,,
balanced_spam_dataset_row_194,day doing gr8 hope just new school settled ve year,day doing gr8 hope just new school settled ve year,,en,,,
balanced_spam_dataset_row_195,day dear gud hav mrng nice,day dear gud hav mrng nice,,en,,,
balanced_spam_dataset_row_196,did got persons story,did got persons story,,en,,,
balanced_spam_dataset_row_197,dead hey meet mrt orchard tmr,dead hey meet mrt orchard tmr,,en,,,
balanced_spam_dataset_row_198,bit bloody evening hi hope kate tomorrow txt xxx,bit bloody evening hi hope kate tomorrow txt xxx,,en,,,
balanced_spam_dataset_row_199,gt lt,gt lt,,en,,,
balanced_spam_dataset_row_200,bucks gt lt sent,bucks gt lt sent,,en,,,
balanced_spam_dataset_row_201,college darlin finish finished hello ive kate love txt xxx,college darlin finish finished hello ive kate love txt xxx,,en,,,
balanced_spam_dataset_row_202,account balance decimal gt id lt rs transaction,account balance decimal gt id lt rs transaction,,en,,,
balanced_spam_dataset_row_203,goodmorning sleeping,goodmorning sleeping,,en,,,
balanced_spam_dataset_row_204,11 ok,11 ok,,en,,,
balanced_spam_dataset_row_205,buy dat dun lar like oredi oso say,buy dat dun lar like oredi oso say,,en,,,
balanced_spam_dataset_row_206,apartment askd boss cabin day entered felt happy invited lunch pa said special went,apartment askd boss cabin day entered felt happy invited lunch pa said special went,,en,,,
balanced_spam_dataset_row_207,aight straight yo,aight straight yo,,en,,,
balanced_spam_dataset_row_208,connection decimal gt lt today,connection decimal gt lt today,,en,,,
balanced_spam_dataset_row_209,big loads ready shoot,big loads ready shoot,,en,,,
balanced_spam_dataset_row_210,break great hope semester,break great hope semester,,en,,,
balanced_spam_dataset_row_211,chat home,chat home,,en,,,
balanced_spam_dataset_row_212,good study,good study,,en,,,
balanced_spam_dataset_row_213,leh noe yup,leh noe yup,,en,,,
balanced_spam_dataset_row_214,great home sounds,great home sounds,,en,,,
balanced_spam_dataset_row_215,draw finally match,draw finally match,,en,,,
balanced_spam_dataset_row_216,haven nights past slept tired,haven nights past slept tired,,en,,,
balanced_spam_dataset_row_217,ah easy good got means selected sen,ah easy good got means selected sen,,en,,,
balanced_spam_dataset_row_218,exam march,exam march,,en,,,
balanced_spam_dataset_row_219,atm gt help know let ready sure think use yeah,atm gt help know let ready sure think use yeah,,en,,,
balanced_spam_dataset_row_220,ok prob time ur,ok prob time ur,,en,,,
balanced_spam_dataset_row_221,called copy files hard important run shop use,called copy files hard important run shop use,,en,,,
balanced_spam_dataset_row_222,later ll sorry,later ll sorry,,en,,,
balanced_spam_dataset_row_223,bit course happen jus lar leh lor nice nite romantic say thk,bit course happen jus lar leh lor nice nite romantic say thk,,en,,,
balanced_spam_dataset_row_224,2004 2optout 500 biz collect mobiles new nokia tc today txt www,2004 2optout 500 biz collect mobiles new nokia tc today txt www,,en,,,
balanced_spam_dataset_row_225,appreciate just need really talk,appreciate just need really talk,,en,,,
balanced_spam_dataset_row_226,career dream followed free meet partner sign soon start txt ur,career dream followed free meet partner sign soon start txt ur,,en,,,
balanced_spam_dataset_row_227,company hey po,company hey po,,en,,,
balanced_spam_dataset_row_228,amp bcoz exam happy lesson lessons life morning teaches,amp bcoz exam happy lesson lessons life morning teaches,,en,,,
balanced_spam_dataset_row_229,dear good morning,dear good morning,,en,,,
balanced_spam_dataset_row_230,cross cut gt lt right road street turn walk,cross cut gt lt right road street turn walk,,en,,,
balanced_spam_dataset_row_231,dear going place,dear going place,,en,,,
balanced_spam_dataset_row_232,battery died sorry yeah,battery died sorry yeah,,en,,,
balanced_spam_dataset_row_233,available place tv work yes,available place tv work yes,,en,,,
balanced_spam_dataset_row_234,10p 18 25 age date flirt join just meet msg recd reply sam sexy text today,10p 18 25 age date flirt join just meet msg recd reply sam sexy text today,,en,,,
balanced_spam_dataset_row_235,come gt lt oh,come gt lt oh,,en,,,
balanced_spam_dataset_row_236,bus closer ill like little stop street,bus closer ill like little stop street,,en,,,
balanced_spam_dataset_row_237,reach wil,reach wil,,en,,,
balanced_spam_dataset_row_238,amp argue argument correct dont friends just kick new person say situation theory ur wins,amp argue argument correct dont friends just kick new person say situation theory ur wins,,en,,,
balanced_spam_dataset_row_239,admirer contact looking make reveal secret special thinks ur,admirer contact looking make reveal secret special thinks ur,,en,,,
balanced_spam_dataset_row_240,case final laptop,case final laptop,,en,,,
balanced_spam_dataset_row_241,tel,tel,,en,,,
balanced_spam_dataset_row_242,better just meant okay sounds,better just meant okay sounds,,en,,,
balanced_spam_dataset_row_243,cos dat face fr gave like really thanx today told ve watch,cos dat face fr gave like really thanx today told ve watch,,en,,,
balanced_spam_dataset_row_244,don old remember,don old remember,,en,,,
balanced_spam_dataset_row_245,didn dont late said website,didn dont late said website,,en,,,
balanced_spam_dataset_row_246,asked ok,asked ok,,en,,,
balanced_spam_dataset_row_247,2nd kallis wont,2nd kallis wont,,en,,,
balanced_spam_dataset_row_248,didnt fix good goodnight ll missed night oh ok ready sleep time wake work,didnt fix good goodnight ll missed night oh ok ready sleep time wake work,,en,,,
balanced_spam_dataset_row_249,100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free guaranteed ldew music tncs txt ur vouchers wkly www,100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free guaranteed ldew music tncs txt ur vouchers wkly www,,en,,,
balanced_spam_dataset_row_250,cal hold,cal hold,,en,,,
balanced_spam_dataset_row_251,affection angry bcums care childish coz da day deep dnt kettoda lovable luv manda nice seriously showing true ur way wen wid,affection angry bcums care childish coz da day deep dnt kettoda lovable luv manda nice seriously showing true ur way wen wid,,en,,,
balanced_spam_dataset_row_252,doing,doing,,en,,,
balanced_spam_dataset_row_253,company gets stuff takes way week,company gets stuff takes way week,,en,,,
balanced_spam_dataset_row_254,know lemme ready,know lemme ready,,en,,,
balanced_spam_dataset_row_255,don expect just,don expect just,,en,,,
balanced_spam_dataset_row_256,babe mmm nice,babe mmm nice,,en,,,
balanced_spam_dataset_row_257,lover need,lover need,,en,,,
balanced_spam_dataset_row_258,08000930705 750 anytime camcorder contact handset mins offer reply text tried unlimited video,08000930705 750 anytime camcorder contact handset mins offer reply text tried unlimited video,,en,,,
balanced_spam_dataset_row_259,coming think today,coming think today,,en,,,
balanced_spam_dataset_row_260,yup,yup,,en,,,
balanced_spam_dataset_row_261,cos disturb dun going liao shopping sis,cos disturb dun going liao shopping sis,,en,,,
balanced_spam_dataset_row_262,ring ur,ring ur,,en,,,
balanced_spam_dataset_row_263,150pm charged chat hey horny hot naked really stop text unsubscribe want,150pm charged chat hey horny hot naked really stop text unsubscribe want,,en,,,
balanced_spam_dataset_row_264,come dint,come dint,,en,,,
balanced_spam_dataset_row_265,plan trip wana,plan trip wana,,en,,,
balanced_spam_dataset_row_266,hold sure trying,hold sure trying,,en,,,
balanced_spam_dataset_row_267,150p 25 changed choose club com content credits free po ringtone service stop txt ur wk,150p 25 changed choose club com content credits free po ringtone service stop txt ur wk,,en,,,
balanced_spam_dataset_row_268,download just,download just,,en,,,
balanced_spam_dataset_row_269,charge choose club free message mobile quality ringtone singles uk week,charge choose club free message mobile quality ringtone singles uk week,,en,,,
balanced_spam_dataset_row_270,come mu situation,come mu situation,,en,,,
balanced_spam_dataset_row_271,bay blue come day ended leaves like morning night rays smile special sunny way worries,bay blue come day ended leaves like morning night rays smile special sunny way worries,,en,,,
balanced_spam_dataset_row_272,500 86688 answer bonus com easy hmv info just play pounds questions real send special vouchers won www,500 86688 answer bonus com easy hmv info just play pounds questions real send special vouchers won www,,en,,,
balanced_spam_dataset_row_273,car guess usf,car guess usf,,en,,,
balanced_spam_dataset_row_274,bf coming,bf coming,,en,,,
balanced_spam_dataset_row_275,thanx,thanx,,en,,,
balanced_spam_dataset_row_276,tell,tell,,en,,,
balanced_spam_dataset_row_277,awesome bit ll,awesome bit ll,,en,,,
balanced_spam_dataset_row_278,food just like sent type,food just like sent type,,en,,,
balanced_spam_dataset_row_279,swing,swing,,en,,,
balanced_spam_dataset_row_280,called got,called got,,en,,,
balanced_spam_dataset_row_281,miss wen,miss wen,,en,,,
balanced_spam_dataset_row_282,asked far money ok,asked far money ok,,en,,,
balanced_spam_dataset_row_283,okie,okie,,en,,,
balanced_spam_dataset_row_284,anybody guy know let ll night passed think throw usual yeah,anybody guy know let ll night passed think throw usual yeah,,en,,,
balanced_spam_dataset_row_285,class come early lets tonight,class come early lets tonight,,en,,,
balanced_spam_dataset_row_286,ok,ok,,en,,,
balanced_spam_dataset_row_287,alright baby fone friend girl hi home hour im love thats xxx,alright baby fone friend girl hi home hour im love thats xxx,,en,,,
balanced_spam_dataset_row_288,calls friends ge life lot love means people world,calls friends ge life lot love means people world,,en,,,
balanced_spam_dataset_row_289,busy dear good looking mail ok real sense shall street things tonite update,busy dear good looking mail ok real sense shall street things tonite update,,en,,,
balanced_spam_dataset_row_290,ah hey told,ah hey told,,en,,,
balanced_spam_dataset_row_291,cam da feel haf stupid working,cam da feel haf stupid working,,en,,,
balanced_spam_dataset_row_292,bit got oops,bit got oops,,en,,,
balanced_spam_dataset_row_293,nan,nan,,en,,,
balanced_spam_dataset_row_294,accidentally deleted message,accidentally deleted message,,en,,,
