original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing_original,sender
synthetic_91bbcb74,Your OTP for updating your profile phone number in Amazon is 6159. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f2d14d8c,Your OTP for updating your profile contact number in Amazon is 6195. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_bb9e55a0,Your OTP for updating your profile phone number in Amazon is 6195. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_6375a47e,Your OTP for updating your profile email in Amazon is 4857. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_3a38fb4b,Your OTP for updating your profile phone number in CRED is 4857. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d32af9b4,Your OTP for updating your profile phone number in Amazon is 6157. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_99b92cc9,Your OTP for updating your profile phone number in CRED is 6193. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5c807472,Your OTP for updating your profile contact number in Flipkart is 6193. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9ea8db4c,Your OTP for changing your registered email address in Flipkart is 3075. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_18e76d85,Your OTP for updating your profile contact details in Flipkart is 3075. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_53e6d2a6,Your OTP for updating your profile contact number in Flipkart is 3075. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4d090158,Your OTP for updating your profile email in PhonePe is 7248. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4bf9e5cc,Your OTP for updating your profile email in PhonePe is 7284. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_415625e4,Your OTP for updating your profile phone number in PhonePe is 7284. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4adadace,Your HDFC Bank login OTP is 7392. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_932a5fb7,Your KYC eSign OTP is 7294. Do not share this code with anyone. - HDFC Bank,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4ff932fb,Your UPI transaction OTP is 7842. Do not share this code with anyone. - HDFC Bank,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4a599b88,Your OTP for updating your profile email in Paytm is 7392. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a84aa00e,Your SBI YONO login OTP is 7845. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_0e535b94,Your KYC eSign OTP is 5678. Do not share this code. - HDFC Bank,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7b1e63a9,Your UPI payment OTP is 5396. Do not share this code. - ICICI Bank,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_cd7338c3,Your OTP for updating your profile email in PhonePe is 5297. Do not share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_679eaadc,Your ICICI Bank login OTP is 5927. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_16d2242c,Your KYC verification OTP for ICICI Bank is 5397. Do not share this code with anyone.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b6aad61f,Your UPI payment OTP is 5397. Do not share this code. - ICICI Bank,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_1392a3d3,Your OTP for updating profile email in MyJio app is 5397. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a0c1ace6,Your Kotak Mahindra Bank login OTP is 5397. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_024c3c5d,Your KYC eSign OTP is 5397. Do not share this code with anyone. - ICICI Bank,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_702451fa,Your UPI PIN change OTP is 6184. Do not share this code. - Axis Bank,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_3f004cbc,Your OTP for updating profile email in PhonePe is 8264. Do not share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_57bd54ae,Your SBI YONO login OTP is 8264. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5ce15e8b,Your KYC verification OTP for eSign is 6284. Do not share this code with anyone. - Axis Bank,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_eafd6203,Your UPI PIN change OTP is 6284. Do not share this code. - Axis Bank,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ab649067,Your OTP for updating your profile email in PhonePe is 6193. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_99968f2d,Your login OTP for SBI YONO is 628491. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_99b4bd43,Your KYC verification OTP is 628451. Do not share this code with anyone. - Axis Bank,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_eee47fd5,Your UPI PIN change OTP is 8261. Do not share this code. - Axis Bank,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_045ebd76,Your OTP for updating your profile email in MyJio app is 6284. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_cc2dbc3e,Your login OTP for SBI YONO is 6194. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_70ee7cd6,Your KYC verification OTP is 628491. Do not share this code. - State Bank of India,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4d92ff94,Your UPI transaction OTP for SBI is 4953. Do not share this code with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2ad6043d,Your OTP for updating your profile email in PhonePe is 4593. Do not share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_889f6b0f,Your login OTP for SBI YONO is 4917. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2214b268,Your KYC verification OTP is 4953. Do not share this code with anyone. - SBI,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_fe6cb034,Your UPI transaction OTP for SBI is 4953. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_bb811bfb,Your OTP for updating your profile email in PhonePe is 4297. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_220a5b4e,Your SBI YONO login OTP is 5927. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_bc712042,Your KYC verification OTP is 4928. Do not share this code. - SBI,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5693f120,Your UPI transaction OTP is 4953. Do not share this code with anyone. - SBI,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_127decbc,Your OTP for updating your profile email in Paytm is 4729. Do not share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_186fc40c,Your SBI YONO login OTP is 4591. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_0238015f,Your KYC verification OTP for SBI YONO is 6194. Do not share this code with anyone.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_03a5e8a3,Your UPI transaction OTP for SBI is 6194. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_15df83f3,Your OTP for updating profile email in PhonePe is 4592. Do not share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_04e1ba6a,Your SBI YONO login OTP is 4927. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2ea95c9e,Your KYC verification OTP is 4953. Do not share this code. - SBI,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_328a5d3c,Your UPI transaction OTP for SBI is 6158. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_3b9ab33d,Your OTP for updating profile email in Myntra app is 4927. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2aebd9ca,Your SBI YONO login OTP is 4593. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f742df85,Your KYC verification OTP for SBI YONO is 4927. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a0111cd4,Your UPI transaction OTP for Kotak Mahindra Bank is 4729. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_0ea18afb,Your OTP for updating profile email in MyJio app is 4297. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_dd5815e5,Your Kotak Mahindra Bank login OTP is 4729. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_66f87478,Your KYC verification OTP for Kotak Mahindra Bank is 4729. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d7f9a56b,Your UPI transaction OTP for Kotak Mahindra Bank is 4927. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_0e23489e,Your OTP for updating profile email in MyJio app is 4729. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e2a91684,Your Kotak Mahindra Bank login OTP is 4927. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_1fdae0c6,Your eSign OTP for KYC with IDFC FIRST Bank is 3851. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_c94a3b10,Your UPI transaction OTP for Paytm Payments Bank is 3195. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_56ba9140,Your OTP for updating profile email in PhonePe is 3851. Do not share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e2e03d8e,Your login OTP for Paytm Payments Bank is 3095. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d6783507,Your KYC eSign OTP for HDFC Bank is 7246. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4e865e84,Your UPI transaction OTP for HDFC Bank is 9247. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9b511da9,Your OTP for updating profile email in Paytm is 7248. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a334fb92,Your login OTP for HDFC Bank NetBanking is 7246. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8b1f853e,Your eSign OTP for KYC with ICICI Bank is 5397. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_74ce94e4,Your UPI payment OTP for ICICI Bank is 9374. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_424c867f,Your OTP for updating profile email in PhonePe is 5397. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f5cd2b81,Your login OTP for ICICI Bank iMobile is 5397. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b4840083,Your KYC eSign OTP for ICICI Bank is 9384. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b215283a,Your UPI payment OTP for ICICI Bank is 9384. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_32988f55,Your OTP for updating phone number in PhonePe is 8241. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2d89e819,Your login OTP for ICICI Bank iMobile app is 8241. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f5008685,Your KYC eSign OTP for ICICI Bank is 8914. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_fb5431b2,Your UPI PIN change OTP for ICICI Bank is 8243. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_89a3a4e5,Your OTP for updating phone number in PhonePe app is 8241. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2ba50cdb,Your login OTP for ICICI Bank iMobile is 8241. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_713a4d5e,Your KYC eSign OTP for ICICI Bank is 8912. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4abbe17b,Your OTP for UPI transaction with ICICI Bank is 8294. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_30a960a7,Your OTP for updating profile password in Paytm is 6184. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8b0f8bec,Your login OTP for ICICI Bank iMobile app is 6184. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_662a7c04,Your KYC eSign OTP for ICICI Bank is 6184. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5100eb2d,Your UPI transaction OTP for ICICI Bank is 6183. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5bae1b4d,Your OTP for changing profile password in Paytm is 6184. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8bc329ea,Your login OTP for Axis Bank NetBanking is 4729. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f1ed405c,Your OTP for completing KYC with Axis Bank is 9723. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_838dc92c,Your UPI transaction OTP for Axis Bank is 4729. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_cad4c4aa,Your OTP for changing profile password in Paytm is 4729. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4593a818,Your OTP for SBI YONO login is 3851. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5106af62,Your OTP for completing KYC eSign with State Bank of India is 3852. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_fb62d6a6,Your UPI transaction OTP for SBI YONO is 3852. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_79a3e8f2,Your OTP for changing profile password in Paytm is 3852. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f1dc148f,Your OTP for SBI YONO login is 3852. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_de334291,Your KYC eSign OTP for Kotak Mahindra Bank is 3852. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ac81a2ef,Your OTP for UPI transaction on Paytm is 3851. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_1f433b75,Your OTP for updating profile password in Paytm is 3852. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7569c5dc,Your OTP for HDFC Bank NetBanking login is 7294. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7403496e,Your OTP for completing KYC on Paytm is 7261. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_c81c7f4a,Your OTP for UPI transaction on Paytm is 7261. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f09676ff,Your OTP for changing profile password in Paytm is 7264. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_c41e3d35,Your OTP for Paytm Payments Bank login is 5638. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e88e6ef3,Your OTP for completing KYC on Paytm is 5637. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_60e79673,Your OTP for UPI transaction on Google Pay is 5376. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_38143f33,Your OTP for updating email in Paytm is 5397. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_712d42e5,Your Kotak Mahindra Bank login OTP is 8417. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b2d59015,Your KYC verification OTP for Kotak Mahindra Bank eSign is 9147. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9b21fdf5,Your UPI transaction OTP for PhonePe is 8471. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_cea9115d,Your OTP for updating profile details in PhonePe is 8417. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ae127cd8,Your OTP for Kotak Mahindra Bank login is 8417. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7e2b8386,Your OTP for completing KYC on PhonePe is 8471. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_18ce66ea,Your UPI PIN change OTP for ICICI Bank is 6194. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_42c1bfa8,Your OTP for updating email in MyJio app is 6194. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_17cb267d,ICICI Bank: Your OTP for iMobile login is 6194. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_23bf2322,Your OTP for completing KYC with ICICI Bank is 6194. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_869a864f,Your UPI transaction OTP for ICICI Bank is 6193. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_6b4ac755,Your OTP for updating profile email in MyJio app is 6184. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f11d9da1,Your ICICI iMobile login OTP is 6194. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_0ad7324d,Your OTP for completing eSign with Axis Bank is 4829. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_09023b01,Your OTP for UPI transaction on Google Pay is 4927. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_aaeffb46,Your OTP for updating your profile email in MyJio app is 4927. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
